Survey month,Parameter,State and territory,Sex,Classification,Category,Full_time,Full_time_RSE,Part_time,Part_time_RSE,With paid leave entitlements,With paid leave entitlements_RSE,Without paid leave entitlements,Without paid leave entitlements_RSE,Total,Total_RSE,Sub_Category,ParentCategory
2016,Median weekly earnings,QLD,Females,Relationship in household,   Other related individual,926.787,14.0,464.108,22.6,863.274,14.6,413.975,45.8,717.645,12.1,Other related individual,Family member
2016,Median weekly earnings,QLD,Females,Relationship in household,Non-family member,1150.0,3.7,623.341,4.8,1109.619,4.0,700.0,6.0,1000.0,2.6,,Non-family member
2016,Median weekly earnings,QLD,Females,Relationship in household,   Lone person,1200.0,4.2,689.709,5.5,1145.647,4.8,750.0,9.5,1000.688,4.6,Lone person,Non-family member
2016,Median weekly earnings,QLD,Females,Relationship in household,   Not living alone,1052.0,3.7,592.931,7.2,1043.373,5.6,676.205,11.1,975.491,4.2,Not living alone,Non-family member
2016,Median weekly earnings,QLD,Females,Relationship in household,Relationship not determined,0.0,0.0,458.83,0.1,0.0,0.0,458.83,0.1,788.246,0.1,,Relationship not determined
2016,Median weekly earnings,SA,Persons,Relationship in household,Family member,1200.0,2.1,500.0,2.1,1092.51,1.5,500.0,4.0,939.614,2.0,,Family member
2016,Median weekly earnings,SA,Persons,Relationship in household,"   Husband, wife or partner",1259.848,2.9,600.0,3.9,1150.0,2.3,657.0,3.5,1013.0,1.4,"Husband, wife or partner",Family member
2016,Median weekly earnings,SA,Persons,Relationship in household,      With dependants,1327.368,3.2,601.044,4.4,1200.0,3.3,680.964,5.2,1060.107,2.9,With dependants,Family member
2016,Median weekly earnings,SA,Persons,Relationship in household,      Without dependants,1200.552,2.2,600.0,4.3,1095.35,2.3,632.92,7.9,1000.0,1.9,Without dependants,Family member
2016,Median weekly earnings,SA,Persons,Relationship in household,   Lone parent,1173.56,5.2,614.73,8.0,1008.027,4.5,582.741,15.8,900.0,4.9,Lone parent,Family member
2016,Median weekly earnings,SA,Persons,Relationship in household,   Dependent student,0.0,0.0,158.463,9.7,202.322,11.2,150.0,13.1,158.808,9.6,Dependent student,Family member
2016,Median weekly earnings,SA,Persons,Relationship in household,   Non-dependent child,950.0,5.6,400.0,12.5,869.886,7.1,518.383,14.1,709.734,5.4,Non-dependent child,Family member
2016,Median weekly earnings,SA,Persons,Relationship in household,   Other related individual,927.699,4.5,404.944,14.4,875.725,8.4,480.739,18.8,700.0,19.9,Other related individual,Family member
2016,Median weekly earnings,SA,Persons,Relationship in household,Non-family member,1200.153,3.0,518.214,8.0,1194.252,3.0,501.274,10.1,1027.0,3.3,,Non-family member
2016,Median weekly earnings,SA,Persons,Relationship in household,   Lone person,1250.0,3.6,573.2,6.9,1200.0,4.4,503.073,13.6,1077.098,4.7,Lone person,Non-family member
2016,Median weekly earnings,SA,Persons,Relationship in household,   Not living alone,1101.491,6.1,424.899,28.1,1100.968,6.9,506.713,26.5,902.17,8.1,Not living alone,Non-family member
2016,Median weekly earnings,SA,Persons,Relationship in household,Relationship not determined,1083.411,0.1,262.482,0.1,824.948,34.5,0.0,0.0,604.227,52.7,,Relationship not determined
2016,Median weekly earnings,SA,Males,Relationship in household,Family member,1251.3,2.9,415.0,7.0,1250.0,2.7,631.511,7.2,1100.0,3.0,,Family member
2016,Median weekly earnings,SA,Males,Relationship in household,"   Husband, wife or partner",1350.0,3.0,587.656,7.0,1342.0,2.9,898.719,5.6,1250.0,2.8,"Husband, wife or partner",Family member
2016,Median weekly earnings,SA,Males,Relationship in household,      With dependants,1383.804,3.8,595.161,13.5,1400.0,3.6,966.718,6.3,1323.283,3.0,With dependants,Family member
2016,Median weekly earnings,SA,Males,Relationship in household,      Without dependants,1303.94,4.7,589.656,7.6,1250.0,4.1,800.0,9.3,1200.0,3.7,Without dependants,Family member
2016,Median weekly earnings,SA,Males,Relationship in household,   Lone parent,1209.372,12.1,716.882,53.3,1523.794,8.4,824.245,13.1,1200.0,13.8,Lone parent,Family member
2016,Median weekly earnings,SA,Males,Relationship in household,   Dependent student,0.0,0.0,173.48,14.2,237.474,173.1,150.0,14.9,176.135,13.0,Dependent student,Family member
2016,Median weekly earnings,SA,Males,Relationship in household,   Non-dependent child,950.0,8.8,400.0,13.5,867.559,9.4,549.721,18.5,745.692,9.1,Non-dependent child,Family member
2016,Median weekly earnings,SA,Males,Relationship in household,   Other related individual,977.282,6.4,406.947,24.0,967.105,11.0,546.903,27.3,864.895,17.8,Other related individual,Family member
2016,Median weekly earnings,SA,Males,Relationship in household,Non-family member,1206.238,5.5,529.732,9.4,1200.0,6.9,641.355,19.7,1107.662,4.9,,Non-family member
2016,Median weekly earnings,SA,Males,Relationship in household,   Lone person,1250.0,7.5,541.21,11.5,1250.0,9.0,639.945,20.9,1198.6,7.6,Lone person,Non-family member
2016,Median weekly earnings,SA,Males,Relationship in household,   Not living alone,1110.823,9.2,470.449,19.1,1100.0,10.6,634.63,29.1,1000.0,7.1,Not living alone,Non-family member
2016,Median weekly earnings,SA,Males,Relationship in household,Relationship not determined,1083.411,0.1,0.0,0.0,824.948,38.4,0.0,0.0,824.948,29.6,,Relationship not determined
2016,Median weekly earnings,SA,Females,Relationship in household,Family member,1083.488,2.3,509.902,2.7,950.0,2.6,412.065,4.5,750.0,2.4,,Family member
2016,Median weekly earnings,SA,Females,Relationship in household,"   Husband, wife or partner",1145.156,3.0,600.0,4.3,977.176,1.9,526.044,7.3,850.0,3.0,"Husband, wife or partner",Family member
2016,Median weekly earnings,SA,Females,Relationship in household,      With dependants,1236.954,6.4,602.232,4.4,967.986,4.0,511.341,12.1,800.0,4.6,With dependants,Family member
2016,Median weekly earnings,SA,Females,Relationship in household,      Without dependants,1097.948,2.3,600.0,5.9,989.423,2.0,534.769,6.3,900.0,3.6,Without dependants,Family member
2016,Median weekly earnings,SA,Females,Relationship in household,   Lone parent,1100.0,8.0,600.0,8.1,950.349,4.2,458.073,17.6,812.763,6.8,Lone parent,Family member
2016,Median weekly earnings,SA,Females,Relationship in household,   Dependent student,0.0,0.0,158.124,10.7,199.015,21.9,150.0,16.3,158.124,10.7,Dependent student,Family member
2016,Median weekly earnings,SA,Females,Relationship in household,   Non-dependent child,951.234,7.6,400.0,22.2,889.685,9.5,460.174,21.5,678.408,7.3,Non-dependent child,Family member
2016,Median weekly earnings,SA,Females,Relationship in household,   Other related individual,736.386,0.1,305.239,0.1,705.666,0.1,433.524,0.1,525.705,37.3,Other related individual,Family member
2016,Median weekly earnings,SA,Females,Relationship in household,Non-family member,1200.032,4.4,511.454,9.9,1100.0,3.3,408.009,17.8,854.988,7.8,,Non-family member
2016,Median weekly earnings,SA,Females,Relationship in household,   Lone person,1229.2,6.5,590.0,11.2,1100.0,3.5,402.706,18.7,965.031,7.4,Lone person,Non-family member
2016,Median weekly earnings,SA,Females,Relationship in household,   Not living alone,1067.295,13.6,422.084,199.9,1172.296,14.2,430.711,37.9,804.233,22.1,Not living alone,Non-family member
2016,Median weekly earnings,WA,Persons,Relationship in household,Family member,1405.497,1.9,480.0,2.7,1254.155,1.4,468.785,5.8,1096.677,1.7,,Family member
2016,Median weekly earnings,WA,Persons,Relationship in household,"   Husband, wife or partner",1500.0,1.7,600.0,4.3,1377.225,2.5,658.227,7.0,1250.0,1.8,"Husband, wife or partner",Family member
2016,Median weekly earnings,WA,Persons,Relationship in household,      With dependants,1640.958,2.3,625.519,5.2,1457.488,2.9,668.231,9.9,1320.0,2.9,With dependants,Family member
2016,Median weekly earnings,WA,Persons,Relationship in household,      Without dependants,1425.0,2.8,535.968,5.5,1268.324,2.0,603.139,9.3,1200.0,2.1,Without dependants,Family member
2016,Median weekly earnings,WA,Persons,Relationship in household,   Lone parent,1192.819,7.1,647.45,8.8,1050.0,5.7,513.249,23.4,900.0,5.9,Lone parent,Family member
2016,Median weekly earnings,WA,Persons,Relationship in household,   Dependent student,889.162,27.0,140.019,10.2,324.462,18.0,120.0,12.1,150.0,11.4,Dependent student,Family member
2016,Median weekly earnings,WA,Persons,Relationship in household,   Non-dependent child,984.296,4.6,422.986,7.6,918.148,4.1,630.462,16.0,835.781,2.9,Non-dependent child,Family member
2016,Median weekly earnings,WA,Persons,Relationship in household,   Other related individual,1145.793,12.6,400.0,13.2,1105.801,6.4,685.458,49.6,947.74,11.0,Other related individual,Family member
2016,Median weekly earnings,WA,Persons,Relationship in household,Non-family member,1250.0,3.2,500.0,10.6,1237.072,3.1,600.0,13.3,1120.219,4.3,,Non-family member
2016,Median weekly earnings,WA,Persons,Relationship in household,   Lone person,1299.732,3.0,600.0,17.6,1250.0,3.6,668.959,15.8,1178.557,4.6,Lone person,Non-family member
2016,Median weekly earnings,WA,Persons,Relationship in household,   Not living alone,1146.968,6.9,448.498,14.9,1150.0,5.2,546.168,19.4,970.309,6.6,Not living alone,Non-family member
2016,Median weekly earnings,WA,Persons,Relationship in household,Relationship not determined,1204.669,27.4,0.0,0.0,1117.024,0.1,854.261,0.1,1073.999,0.1,,Relationship not determined
2016,Median weekly earnings,WA,Males,Relationship in household,Family member,1534.0,1.7,374.057,5.4,1500.0,1.9,650.391,12.6,1342.0,2.6,,Family member
2016,Median weekly earnings,WA,Males,Relationship in household,"   Husband, wife or partner",1661.497,2.0,600.0,12.9,1644.439,2.3,1067.833,5.0,1575.737,2.2,"Husband, wife or partner",Family member
2016,Median weekly earnings,WA,Males,Relationship in household,      With dependants,1750.0,2.7,800.0,14.4,1726.0,2.5,1238.606,11.0,1669.71,2.8,With dependants,Family member
2016,Median weekly earnings,WA,Males,Relationship in household,      Without dependants,1534.411,2.7,460.567,18.4,1515.245,2.8,927.184,11.3,1446.559,3.1,Without dependants,Family member
2016,Median weekly earnings,WA,Males,Relationship in household,   Lone parent,1560.847,22.0,319.59,52.0,1727.745,16.5,583.226,32.4,1373.6,21.5,Lone parent,Family member
2016,Median weekly earnings,WA,Males,Relationship in household,   Dependent student,903.929,0.1,149.012,8.6,307.709,29.4,120.0,13.9,151.859,11.0,Dependent student,Family member
2016,Median weekly earnings,WA,Males,Relationship in household,   Non-dependent child,1007.703,5.5,397.195,18.9,961.178,5.8,635.358,18.6,865.071,5.1,Non-dependent child,Family member
2016,Median weekly earnings,WA,Males,Relationship in household,   Other related individual,1065.041,25.0,427.295,20.1,961.382,11.3,690.81,69.5,913.0,14.0,Other related individual,Family member
2016,Median weekly earnings,WA,Males,Relationship in household,Non-family member,1300.0,5.0,455.275,11.7,1300.0,5.4,731.901,9.8,1174.709,4.9,,Non-family member
2016,Median weekly earnings,WA,Males,Relationship in household,   Lone person,1310.819,6.6,585.983,20.1,1295.669,5.9,700.0,18.4,1246.816,6.9,Lone person,Non-family member
2016,Median weekly earnings,WA,Males,Relationship in household,   Not living alone,1227.483,6.3,437.332,17.8,1298.587,8.0,760.902,17.5,1102.233,8.0,Not living alone,Non-family member
2016,Median weekly earnings,WA,Males,Relationship in household,Relationship not determined,1444.658,0.1,0.0,0.0,1491.34,0.1,854.261,0.1,1327.983,0.1,,Relationship not determined
2016,Median weekly earnings,WA,Females,Relationship in household,Family member,1228.551,1.9,504.96,3.1,1050.0,2.4,400.0,8.2,860.659,3.0,,Family member
2016,Median weekly earnings,WA,Females,Relationship in household,"   Husband, wife or partner",1254.873,1.9,599.129,4.9,1100.0,3.3,500.0,4.2,950.0,2.7,"Husband, wife or partner",Family member
2016,Median weekly earnings,WA,Females,Relationship in household,      With dependants,1365.521,3.9,600.0,5.0,1018.873,4.7,450.0,6.5,898.893,4.1,With dependants,Family member
2016,Median weekly earnings,WA,Females,Relationship in household,      Without dependants,1250.0,3.0,548.929,7.1,1104.211,3.7,545.595,7.0,1000.0,3.8,Without dependants,Family member
2016,Median weekly earnings,WA,Females,Relationship in household,   Lone parent,1100.0,6.6,669.255,6.9,999.343,4.7,439.618,28.8,861.723,7.4,Lone parent,Family member
2016,Median weekly earnings,WA,Females,Relationship in household,   Dependent student,829.531,0.1,127.1,19.6,342.941,77.9,120.0,13.8,145.351,15.8,Dependent student,Family member
2016,Median weekly earnings,WA,Females,Relationship in household,   Non-dependent child,930.365,3.4,443.931,13.1,876.762,7.0,617.336,18.5,800.0,7.4,Non-dependent child,Family member
2016,Median weekly earnings,WA,Females,Relationship in household,   Other related individual,1200.0,9.0,400.0,37.9,1194.885,6.0,511.1,40.3,1108.055,10.2,Other related individual,Family member
2016,Median weekly earnings,WA,Females,Relationship in household,Non-family member,1230.45,5.2,505.514,12.4,1150.0,5.5,420.899,22.3,988.491,7.7,,Non-family member
2016,Median weekly earnings,WA,Females,Relationship in household,   Lone person,1294.064,4.5,608.238,26.1,1179.693,5.0,419.004,42.6,1149.408,6.6,Lone person,Non-family member
2016,Median weekly earnings,WA,Females,Relationship in household,   Not living alone,1000.0,8.1,455.42,23.2,964.288,9.7,433.481,36.7,779.117,13.1,Not living alone,Non-family member
2016,Median weekly earnings,WA,Females,Relationship in household,Relationship not determined,904.243,0.1,0.0,0.0,904.243,0.1,0.0,0.0,904.243,0.1,,Relationship not determined
2016,Median weekly earnings,TAS,Persons,Relationship in household,Family member,1154.31,2.7,500.0,5.2,1000.0,1.4,400.426,6.6,900.0,1.8,,Family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,"   Husband, wife or partner",1247.129,2.3,583.692,2.2,1052.945,3.1,524.07,7.3,975.809,2.0,"Husband, wife or partner",Family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,      With dependants,1259.149,2.0,600.0,5.3,1100.0,4.1,583.167,4.7,1000.0,2.9,With dependants,Family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,      Without dependants,1150.0,4.1,550.0,7.3,1008.501,3.8,496.893,11.3,911.603,2.1,Without dependants,Family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,   Lone parent,1206.022,7.1,552.821,16.2,996.849,9.5,452.944,35.4,959.298,7.5,Lone parent,Family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,   Dependent student,0.0,0.0,135.753,17.2,398.807,0.1,120.0,17.2,144.221,17.6,Dependent student,Family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,   Non-dependent child,857.277,4.5,464.991,13.5,841.436,5.1,551.014,21.6,755.864,5.4,Non-dependent child,Family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,   Other related individual,886.789,22.3,274.242,64.6,864.327,29.6,488.707,0.1,865.811,24.6,Other related individual,Family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,Non-family member,1142.143,5.2,450.0,11.2,1050.0,4.9,535.435,12.1,979.331,3.9,,Non-family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,   Lone person,1210.634,6.1,500.0,12.0,1077.426,6.0,609.468,24.3,1050.0,3.3,Lone person,Non-family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,   Not living alone,885.208,7.1,400.0,22.1,853.3,28.0,462.667,35.9,755.487,15.6,Not living alone,Non-family member
2016,Median weekly earnings,TAS,Persons,Relationship in household,Relationship not determined,0.0,0.0,419.096,0.1,419.096,0.1,0.0,0.0,419.096,0.1,,Relationship not determined
2016,Median weekly earnings,TAS,Males,Relationship in household,Family member,1200.0,2.3,497.309,7.7,1200.0,3.1,550.0,8.9,1050.0,3.0,,Family member
2016,Median weekly earnings,TAS,Males,Relationship in household,"   Husband, wife or partner",1250.0,1.9,602.849,6.9,1250.0,1.9,658.844,8.6,1200.0,3.2,"Husband, wife or partner",Family member
2016,Median weekly earnings,TAS,Males,Relationship in household,      With dependants,1287.369,3.8,637.844,10.8,1286.687,3.9,666.169,10.1,1250.0,1.8,With dependants,Family member
2016,Median weekly earnings,TAS,Males,Relationship in household,      Without dependants,1200.0,4.1,599.297,10.1,1155.554,4.9,659.197,16.6,1050.0,4.5,Without dependants,Family member
2016,Median weekly earnings,TAS,Males,Relationship in household,   Lone parent,1250.178,8.5,877.5,0.1,1250.0,15.1,1200.0,0.1,1250.0,8.0,Lone parent,Family member
2016,Median weekly earnings,TAS,Males,Relationship in household,   Dependent student,0.0,0.0,100.0,35.4,429.316,0.1,95.809,18.2,100.0,35.4,Dependent student,Family member
2016,Median weekly earnings,TAS,Males,Relationship in household,   Non-dependent child,854.89,6.6,500.0,15.8,858.439,6.8,570.297,24.1,800.0,6.9,Non-dependent child,Family member
2016,Median weekly earnings,TAS,Males,Relationship in household,   Other related individual,884.502,0.1,534.066,0.1,818.766,20.0,950.923,0.1,843.401,23.1,Other related individual,Family member
2016,Median weekly earnings,TAS,Males,Relationship in household,Non-family member,1094.174,6.8,403.708,24.3,1131.618,8.7,684.18,17.1,1000.0,4.1,,Non-family member
2016,Median weekly earnings,TAS,Males,Relationship in household,   Lone person,1200.0,8.2,411.084,0.1,1200.0,8.1,764.794,28.9,1100.148,8.8,Lone person,Non-family member
2016,Median weekly earnings,TAS,Males,Relationship in household,   Not living alone,948.114,7.1,400.0,21.2,890.479,18.6,531.919,28.3,788.802,19.0,Not living alone,Non-family member
2016,Median weekly earnings,TAS,Males,Relationship in household,Relationship not determined,0.0,0.0,419.096,0.1,419.096,0.1,0.0,0.0,419.096,0.1,,Relationship not determined
2016,Median weekly earnings,TAS,Females,Relationship in household,Family member,1050.0,2.5,500.0,5.1,870.904,2.3,338.238,9.6,749.315,2.6,,Family member
2016,Median weekly earnings,TAS,Females,Relationship in household,"   Husband, wife or partner",1074.164,5.9,564.898,3.5,880.0,2.9,441.845,9.0,775.587,2.5,"Husband, wife or partner",Family member
2016,Median weekly earnings,TAS,Females,Relationship in household,      With dependants,1076.179,7.1,600.0,5.8,818.154,4.4,491.106,10.9,750.0,3.4,With dependants,Family member
2016,Median weekly earnings,TAS,Females,Relationship in household,      Without dependants,1074.523,5.9,530.017,8.1,900.0,3.8,399.81,19.9,800.0,4.4,Without dependants,Family member
2016,Median weekly earnings,TAS,Females,Relationship in household,   Lone parent,1004.142,9.4,501.083,17.8,951.353,6.7,352.874,30.6,749.583,12.2,Lone parent,Family member
2016,Median weekly earnings,TAS,Females,Relationship in household,   Dependent student,0.0,0.0,174.152,18.3,285.467,0.1,155.762,19.7,178.87,18.4,Dependent student,Family member
2016,Median weekly earnings,TAS,Females,Relationship in household,   Non-dependent child,900.248,13.9,431.063,22.2,732.793,17.0,448.696,38.9,601.097,18.4,Non-dependent child,Family member
2016,Median weekly earnings,TAS,Females,Relationship in household,   Other related individual,887.807,0.1,178.223,0.1,938.851,25.0,206.501,0.1,877.935,23.7,Other related individual,Family member
2016,Median weekly earnings,TAS,Females,Relationship in household,Non-family member,1207.49,6.8,481.665,10.9,986.024,9.4,447.89,17.6,878.217,7.2,,Non-family member
2016,Median weekly earnings,TAS,Females,Relationship in household,   Lone person,1250.0,6.2,507.583,12.3,1047.189,8.5,485.563,19.8,951.283,5.7,Lone person,Non-family member
2016,Median weekly earnings,TAS,Females,Relationship in household,   Not living alone,846.664,22.3,310.864,50.9,800.0,57.7,311.032,80.8,748.698,11.9,Not living alone,Non-family member
2016,Median weekly earnings,NT,Persons,Relationship in household,Family member,1400.0,3.6,501.261,7.7,1346.0,3.5,550.0,15.3,1248.127,2.4,,Family member
2016,Median weekly earnings,NT,Persons,Relationship in household,"   Husband, wife or partner",1500.0,2.2,650.0,7.8,1441.3,2.6,850.441,8.2,1360.731,3.0,"Husband, wife or partner",Family member
2016,Median weekly earnings,NT,Persons,Relationship in household,      With dependants,1557.992,2.2,681.792,13.0,1500.0,3.7,939.203,18.8,1451.996,3.9,With dependants,Family member
2016,Median weekly earnings,NT,Persons,Relationship in household,      Without dependants,1400.0,3.6,632.263,10.1,1400.0,3.6,750.0,13.0,1300.0,3.5,Without dependants,Family member
2016,Median weekly earnings,NT,Persons,Relationship in household,   Lone parent,1300.0,5.4,600.0,20.3,1227.528,5.3,323.298,47.5,1173.207,4.6,Lone parent,Family member
2016,Median weekly earnings,NT,Persons,Relationship in household,   Dependent student,0.0,0.0,145.627,17.0,405.597,0.1,140.821,17.7,149.494,17.1,Dependent student,Family member
2016,Median weekly earnings,NT,Persons,Relationship in household,   Non-dependent child,1006.915,6.9,381.756,24.9,1000.0,8.0,583.12,24.0,905.668,7.8,Non-dependent child,Family member
2016,Median weekly earnings,NT,Persons,Relationship in household,   Other related individual,1072.452,16.4,491.056,9.7,991.758,18.8,550.0,15.1,699.242,22.3,Other related individual,Family member
2016,Median weekly earnings,NT,Persons,Relationship in household,Non-family member,1300.0,3.0,642.205,17.5,1300.0,3.7,958.417,12.2,1250.0,4.0,,Non-family member
2016,Median weekly earnings,NT,Persons,Relationship in household,   Lone person,1500.0,7.0,758.947,36.7,1442.645,6.4,809.04,33.0,1393.589,6.4,Lone person,Non-family member
2016,Median weekly earnings,NT,Persons,Relationship in household,   Not living alone,1246.168,4.1,583.724,25.7,1250.0,5.8,981.81,13.0,1200.0,5.9,Not living alone,Non-family member
2016,Median weekly earnings,NT,Males,Relationship in household,Family member,1600.0,4.0,424.329,13.7,1600.0,4.0,789.922,20.6,1500.0,3.4,,Family member
2016,Median weekly earnings,NT,Males,Relationship in household,"   Husband, wife or partner",1670.347,4.8,650.0,45.3,1680.772,4.4,1164.765,21.5,1616.322,4.0,"Husband, wife or partner",Family member
2016,Median weekly earnings,NT,Males,Relationship in household,      With dependants,1700.0,6.1,860.395,47.0,1700.0,6.0,1343.969,35.3,1700.0,6.0,With dependants,Family member
2016,Median weekly earnings,NT,Males,Relationship in household,      Without dependants,1600.0,6.6,587.956,63.2,1604.339,5.1,875.661,20.1,1513.096,5.9,Without dependants,Family member
2016,Median weekly earnings,NT,Males,Relationship in household,   Lone parent,1284.837,33.7,394.003,0.1,1284.837,32.8,394.003,0.1,1160.815,25.6,Lone parent,Family member
2016,Median weekly earnings,NT,Males,Relationship in household,   Dependent student,0.0,0.0,120.0,50.3,551.885,3.6,120.0,54.1,135.399,61.5,Dependent student,Family member
2016,Median weekly earnings,NT,Males,Relationship in household,   Non-dependent child,1146.935,8.8,323.142,22.8,1120.291,9.8,611.655,40.2,1050.0,10.8,Non-dependent child,Family member
2016,Median weekly earnings,NT,Males,Relationship in household,   Other related individual,1032.55,0.1,399.051,0.1,964.947,0.1,430.033,67.6,739.828,38.3,Other related individual,Family member
2016,Median weekly earnings,NT,Males,Relationship in household,Non-family member,1303.212,5.0,578.603,0.1,1357.331,7.5,1129.197,15.0,1300.0,5.5,,Non-family member
2016,Median weekly earnings,NT,Males,Relationship in household,   Lone person,1454.73,10.8,554.382,0.1,1442.971,12.6,1240.938,40.5,1405.048,13.8,Lone person,Non-family member
2016,Median weekly earnings,NT,Males,Relationship in household,   Not living alone,1272.397,6.4,591.54,0.1,1300.0,10.3,1057.511,17.8,1203.355,8.6,Not living alone,Non-family member
2016,Median weekly earnings,NT,Females,Relationship in household,Family member,1200.0,2.6,550.0,9.3,1149.765,3.1,504.072,15.7,1050.0,2.4,,Family member
2016,Median weekly earnings,NT,Females,Relationship in household,"   Husband, wife or partner",1219.396,3.2,650.0,8.2,1189.0,3.2,604.775,19.3,1100.0,4.4,"Husband, wife or partner",Family member
2016,Median weekly earnings,NT,Females,Relationship in household,      With dependants,1200.0,4.6,669.569,13.2,1106.344,4.7,550.0,23.4,1100.0,4.6,With dependants,Family member
2016,Median weekly earnings,NT,Females,Relationship in household,      Without dependants,1248.688,5.3,638.819,14.5,1218.919,4.2,663.217,21.3,1100.0,5.1,Without dependants,Family member
2016,Median weekly earnings,NT,Females,Relationship in household,   Lone parent,1300.0,6.1,655.631,16.5,1235.388,5.6,339.135,66.8,1191.893,5.3,Lone parent,Family member
2016,Median weekly earnings,NT,Females,Relationship in household,   Dependent student,0.0,0.0,157.596,23.6,131.695,0.1,159.069,22.2,157.596,23.6,Dependent student,Family member
2016,Median weekly earnings,NT,Females,Relationship in household,   Non-dependent child,957.645,6.0,399.786,12.1,888.849,9.0,586.163,5.9,840.941,10.5,Non-dependent child,Family member
2016,Median weekly earnings,NT,Females,Relationship in household,   Other related individual,1080.632,31.4,550.115,0.1,1014.266,37.8,560.217,0.1,646.371,61.7,Other related individual,Family member
2016,Median weekly earnings,NT,Females,Relationship in household,Non-family member,1250.0,3.3,650.0,37.9,1250.0,5.0,650.0,12.6,1250.0,6.0,,Non-family member
2016,Median weekly earnings,NT,Females,Relationship in household,   Lone person,1500.0,7.4,778.713,36.9,1443.078,6.4,708.06,28.2,1309.646,5.7,Lone person,Non-family member
2016,Median weekly earnings,NT,Females,Relationship in household,   Not living alone,1213.994,6.4,590.116,41.3,1160.4,8.1,650.0,54.6,1100.0,8.6,Not living alone,Non-family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,Family member,1500.0,3.6,600.0,5.6,1400.0,3.3,524.109,8.4,1250.071,3.4,,Family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,"   Husband, wife or partner",1558.145,2.6,750.0,5.2,1500.0,3.4,673.293,7.6,1400.0,3.6,"Husband, wife or partner",Family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,      With dependants,1650.0,2.8,808.158,8.3,1524.554,3.6,651.879,8.7,1434.607,3.9,With dependants,Family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,      Without dependants,1500.0,5.0,611.221,7.9,1477.527,4.3,713.027,18.9,1394.701,4.6,Without dependants,Family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,   Lone parent,1553.712,9.7,599.789,29.8,1386.67,10.0,502.113,94.0,1313.056,10.1,Lone parent,Family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,   Dependent student,921.849,0.1,166.968,14.9,290.16,0.1,168.736,16.4,188.539,14.2,Dependent student,Family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,   Non-dependent child,984.43,6.5,448.416,35.2,951.769,4.5,461.69,64.4,901.451,6.7,Non-dependent child,Family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,   Other related individual,1206.61,22.0,200.0,68.3,1119.898,19.4,208.701,0.1,777.538,35.0,Other related individual,Family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,Non-family member,1356.836,4.7,450.0,19.3,1299.381,5.5,462.164,41.4,1179.61,8.3,,Non-family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,   Lone person,1486.085,5.7,483.377,0.1,1400.0,6.7,471.672,0.1,1350.378,9.9,Lone person,Non-family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,   Not living alone,1171.553,8.4,442.552,25.2,1110.331,9.9,458.379,41.7,950.0,15.1,Not living alone,Non-family member
2016,Median weekly earnings,ACT,Persons,Relationship in household,Relationship not determined,1407.948,21.2,462.394,0.1,1120.189,29.0,363.77,0.1,648.74,0.1,,Relationship not determined
2016,Median weekly earnings,ACT,Males,Relationship in household,Family member,1600.0,3.2,450.0,16.3,1585.408,3.2,600.0,22.8,1500.0,4.4,,Family member
2016,Median weekly earnings,ACT,Males,Relationship in household,"   Husband, wife or partner",1699.244,2.3,784.341,23.7,1697.368,2.3,1072.0,10.5,1635.0,3.1,"Husband, wife or partner",Family member
2016,Median weekly earnings,ACT,Males,Relationship in household,      With dependants,1800.0,5.5,610.815,45.7,1765.832,5.6,1055.745,25.1,1729.102,6.6,With dependants,Family member
2016,Median weekly earnings,ACT,Males,Relationship in household,      Without dependants,1630.978,3.5,829.448,25.7,1603.672,3.5,1043.543,26.5,1550.16,5.0,Without dependants,Family member
2016,Median weekly earnings,ACT,Males,Relationship in household,   Lone parent,1478.11,12.8,0.0,0.0,1478.11,12.8,0.0,0.0,1478.11,12.8,Lone parent,Family member
2016,Median weekly earnings,ACT,Males,Relationship in household,   Dependent student,760.657,0.1,191.745,28.0,470.55,0.1,151.356,36.5,212.837,28.4,Dependent student,Family member
2016,Median weekly earnings,ACT,Males,Relationship in household,   Non-dependent child,1031.69,6.4,480.939,39.6,970.946,6.9,693.869,52.3,960.44,6.7,Non-dependent child,Family member
