ï»¿Year,Year ending,Local Government Area,postcode,suburb_name,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,SAL_CODE21
2025,March,Whittlesea,3076,Epping,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,22,20878
2025,March,Whittlesea,3076,Epping,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,20,20878
2025,March,Whittlesea,3076,Epping,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,15,20878
2025,March,Whittlesea,3076,Epping,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,8,20878
2025,March,Whittlesea,3076,Epping,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,10,20878
2025,March,Whittlesea,3076,Epping,A Crimes against the person,Other crimes against the person,Other crimes against the person,56,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B10 Arson,B11 Cause damage by fire,25,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B10 Arson,B19 Other fire related offences,6,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B20 Property damage,B21 Criminal damage,234,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B20 Property damage,B22 Graffiti,41,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B20 Property damage,B29 Other property damage offences,3,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,10,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,55,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,169,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,193,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,542,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B40 Theft,B43 Steal from a retail store,321,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,21,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,73,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B40 Theft,B49 Other theft,482,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,30,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,176,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B50 Deception,B54 State false information,6,20878
2025,March,Whittlesea,3076,Epping,B Property and deception offences,B50 Deception,B59 Other deception offences,3,20878
2025,March,Whittlesea,3076,Epping,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,15,20878
2025,March,Whittlesea,3076,Epping,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,20878
2025,March,Whittlesea,3076,Epping,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,6,20878
2025,March,Whittlesea,3076,Epping,C Drug offences,C30 Drug use and possession,C32 Drug possession,80,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,15,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,31,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,4,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,3,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,3,20878
2025,March,Whittlesea,3076,Epping,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,6,20878
2025,March,Whittlesea,3076,Epping,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,52,20878
2025,March,Whittlesea,3076,Epping,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,20878
2025,March,Whittlesea,3076,Epping,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,20878
2025,March,Whittlesea,3076,Epping,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,177,20878
2025,March,Whittlesea,3076,Epping,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,16,20878
2025,March,Whittlesea,3076,Epping,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,3,20878
2025,March,Whittlesea,3076,Epping,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,20878
2025,March,Whittlesea,3076,Epping,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,20878
2025,March,Whittlesea,3076,Epping,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,20878
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,24,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,27,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",16,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,54,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,25,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,9,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,6,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,5,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,5,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,19,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,7,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,2,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,2,21683
2025,March,Whittlesea,3082,Mill Park,A Crimes against the person,Other crimes against the person,Other crimes against the person,38,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B10 Arson,B11 Cause damage by fire,4,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B20 Property damage,B21 Criminal damage,90,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B20 Property damage,B22 Graffiti,5,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,7,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,43,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,41,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,71,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,223,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B40 Theft,B43 Steal from a retail store,157,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,11,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,29,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B40 Theft,B49 Other theft,128,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,17,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,67,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B50 Deception,B54 State false information,1,21683
2025,March,Whittlesea,3082,Mill Park,B Property and deception offences,B50 Deception,B59 Other deception offences,1,21683
2025,March,Whittlesea,3082,Mill Park,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,4,21683
2025,March,Whittlesea,3082,Mill Park,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,6,21683
2025,March,Whittlesea,3082,Mill Park,C Drug offences,C30 Drug use and possession,C32 Drug possession,32,21683
2025,March,Whittlesea,3082,Mill Park,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,10,21683
2025,March,Whittlesea,3082,Mill Park,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,11,21683
2025,March,Whittlesea,3082,Mill Park,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,2,21683
2025,March,Whittlesea,3082,Mill Park,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,3,21683
2025,March,Whittlesea,3082,Mill Park,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,21683
2025,March,Whittlesea,3082,Mill Park,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,2,21683
2025,March,Whittlesea,3082,Mill Park,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,5,21683
2025,March,Whittlesea,3082,Mill Park,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,21683
2025,March,Whittlesea,3082,Mill Park,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,24,21683
2025,March,Whittlesea,3082,Mill Park,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,21683
2025,March,Whittlesea,3082,Mill Park,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,3,21683
2025,March,Whittlesea,3082,Mill Park,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,3,21683
2025,March,Whittlesea,3082,Mill Park,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,96,21683
2025,March,Whittlesea,3082,Mill Park,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,10,21683
2025,March,Whittlesea,3082,Mill Park,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,1,21683
2025,March,Whittlesea,3082,Mill Park,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,21683
2025,March,Whittlesea,3082,Mill Park,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,2,21683
2025,March,Whittlesea,3082,Mill Park,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,21683
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,18,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,22,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,30,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,29,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,7,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,2,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,8,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,5,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,3,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,2,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3,20399
2025,March,Whittlesea,3083,Bundoora,A Crimes against the person,Other crimes against the person,Other crimes against the person,6,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B10 Arson,B11 Cause damage by fire,12,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B20 Property damage,B21 Criminal damage,93,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B20 Property damage,B22 Graffiti,3,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,17,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,57,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,45,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,82,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,291,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B40 Theft,B43 Steal from a retail store,208,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,8,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,11,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B40 Theft,B49 Other theft,145,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,17,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,27,20399
2025,March,Whittlesea,3083,Bundoora,B Property and deception offences,B50 Deception,B54 State false information,3,20399
2025,March,Whittlesea,3083,Bundoora,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,5,20399
2025,March,Whittlesea,3083,Bundoora,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,20399
2025,March,Whittlesea,3083,Bundoora,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,7,20399
2025,March,Whittlesea,3083,Bundoora,C Drug offences,C30 Drug use and possession,C32 Drug possession,20,20399
2025,March,Whittlesea,3083,Bundoora,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,3,20399
2025,March,Whittlesea,3083,Bundoora,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,5,20399
2025,March,Whittlesea,3083,Bundoora,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,20399
2025,March,Whittlesea,3083,Bundoora,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1,20399
2025,March,Whittlesea,3083,Bundoora,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,3,20399
2025,March,Whittlesea,3083,Bundoora,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,19,20399
2025,March,Whittlesea,3083,Bundoora,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,20399
2025,March,Whittlesea,3083,Bundoora,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,20399
2025,March,Whittlesea,3083,Bundoora,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,63,20399
2025,March,Whittlesea,3083,Bundoora,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,5,20399
2025,March,Whittlesea,3083,Bundoora,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,3,20399
2025,March,Whittlesea,3083,Bundoora,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,2,20399
2025,March,Whittlesea,3083,Bundoora,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,20399
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,20,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,15,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,57,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,7,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,7,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,3,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,5,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,7,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,5,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,2,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,4,22820
2025,March,Whittlesea,3750,Wollert,A Crimes against the person,Other crimes against the person,Other crimes against the person,24,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B10 Arson,B11 Cause damage by fire,11,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B10 Arson,B12 Cause a bushfire,2,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B20 Property damage,B21 Criminal damage,80,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B20 Property damage,B22 Graffiti,1,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,15,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,72,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,14,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,63,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,152,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B40 Theft,B43 Steal from a retail store,9,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,12,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B40 Theft,B49 Other theft,211,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,7,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,33,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B50 Deception,B54 State false information,3,22820
2025,March,Whittlesea,3750,Wollert,B Property and deception offences,B50 Deception,B59 Other deception offences,1,22820
2025,March,Whittlesea,3750,Wollert,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3,22820
2025,March,Whittlesea,3750,Wollert,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,3,22820
2025,March,Whittlesea,3750,Wollert,C Drug offences,C30 Drug use and possession,C32 Drug possession,21,22820
2025,March,Whittlesea,3750,Wollert,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,11,22820
2025,March,Whittlesea,3750,Wollert,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,11,22820
2025,March,Whittlesea,3750,Wollert,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,22820
2025,March,Whittlesea,3750,Wollert,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,22820
2025,March,Whittlesea,3750,Wollert,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,2,22820
2025,March,Whittlesea,3750,Wollert,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,3,22820
2025,March,Whittlesea,3750,Wollert,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,5,22820
2025,March,Whittlesea,3750,Wollert,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,1,22820
2025,March,Whittlesea,3750,Wollert,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,1,22820
2025,March,Whittlesea,3750,Wollert,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,65,22820
2025,March,Whittlesea,3750,Wollert,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,10,22820
2025,March,Whittlesea,3750,Wollert,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,22820
2025,March,Whittlesea,3751,Woodstock,A Crimes against the person,Other crimes against the person,Other crimes against the person,1,22843
2025,March,Whittlesea,3751,Woodstock,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,22843
2025,March,Whittlesea,3751,Woodstock,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,22843
2025,March,Whittlesea,3751,Woodstock,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,22843
2025,March,Whittlesea,3751,Woodstock,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,5,22843
2025,March,Whittlesea,3751,Woodstock,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,1,22843
2025,March,Whittlesea,3751,Woodstock,B Property and deception offences,B40 Theft,B49 Other theft,2,22843
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,21,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,17,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",4,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,56,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,17,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,4,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,5,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,9,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,9,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,14,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,2,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,3,22311
2025,March,Whittlesea,3752,South Morang,A Crimes against the person,Other crimes against the person,Other crimes against the person,26,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B10 Arson,B11 Cause damage by fire,9,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B20 Property damage,B21 Criminal damage,91,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B20 Property damage,B22 Graffiti,4,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,10,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,31,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,40,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,61,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,136,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B40 Theft,B43 Steal from a retail store,70,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,13,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,14,22311
2025,March,Whittlesea,3752,South Morang,B Property and deception offences,B40 Theft,B46 Fare evasion,1,22311
