ï»¿Year,Year ending,Local Government Area,postcode,suburb_name,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,SAL_CODE21
2025,March,Golden Plains,3352,Enfield,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,20872
2025,March,Golden Plains,3352,Enfield,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,20872
2025,March,Golden Plains,3352,Garibaldi,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1,20968
2025,March,Golden Plains,3352,Garibaldi,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,1,20968
2025,March,Golden Plains,3352,Grenville,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,21107
2025,March,Golden Plains,3352,Mount Mercer,B Property and deception offences,B20 Property damage,B21 Criminal damage,2,21804
2025,March,Golden Plains,3352,Mount Mercer,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,21804
2025,March,Golden Plains,3352,Napoleons,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,21877
2025,March,Golden Plains,3352,Napoleons,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,21877
2025,March,Golden Plains,3352,Napoleons,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,21877
2025,March,Golden Plains,3352,Napoleons,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,21877
2025,March,Golden Plains,3352,Napoleons,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,21877
2025,March,Golden Plains,3352,Napoleons,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,2,21877
2025,March,Golden Plains,3352,Napoleons,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,2,21877
2025,March,Golden Plains,3352,Napoleons,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,21877
2025,March,Golden Plains,3352,Napoleons,B Property and deception offences,B40 Theft,B49 Other theft,3,21877
2025,March,Golden Plains,3352,Napoleons,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,21877
2025,March,Golden Plains,3352,Napoleons,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,21877
2025,March,Golden Plains,3352,Werneth,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,22748
2025,March,Golden Plains,3352,Werneth,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,22748
2025,March,Golden Plains,3352,Werneth,B Property and deception offences,B40 Theft,B49 Other theft,3,22748
2025,March,Golden Plains,3360,Happy Valley,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,21135
2025,March,Golden Plains,3360,Happy Valley,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,21135
2025,March,Golden Plains,3360,Linton,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2,21514
2025,March,Golden Plains,3360,Linton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,1,21514
2025,March,Golden Plains,3360,Linton,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,21514
2025,March,Golden Plains,3360,Linton,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,21514
2025,March,Golden Plains,3360,Linton,B Property and deception offences,B40 Theft,B49 Other theft,1,21514
2025,March,Golden Plains,3360,Linton,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,21514
2025,March,Golden Plains,3360,Linton,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,21514
2025,March,Golden Plains,3360,Mannibadar,A Crimes against the person,Other crimes against the person,Other crimes against the person,1,21595
2025,March,Golden Plains,3360,Mannibadar,B Property and deception offences,B40 Theft,B49 Other theft,1,21595
2025,March,Golden Plains,3360,Pittong,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,22083
2025,March,Golden Plains,3360,Pittong,B Property and deception offences,B40 Theft,B49 Other theft,1,22083
2025,March,Golden Plains,3360,Pittong,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,22083
2025,March,Greater Bendigo,3444,Mia Mia,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,21674
2025,March,Greater Bendigo,3444,Mia Mia,A Crimes against the person,Other crimes against the person,Other crimes against the person,1,21674
2025,March,Greater Bendigo,3444,Mia Mia,B Property and deception offences,B20 Property damage,B21 Criminal damage,2,21674
2025,March,Greater Bendigo,3444,Mia Mia,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,5,21674
2025,March,Greater Bendigo,3444,Mia Mia,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,21674
2025,March,Greater Bendigo,3444,Mia Mia,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,21674
2025,March,Greater Bendigo,3444,Mia Mia,B Property and deception offences,B40 Theft,B49 Other theft,2,21674
2025,March,Greater Bendigo,3444,Redesdale,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2,22154
2025,March,Greater Bendigo,3444,Redesdale,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,22154
2025,March,Greater Bendigo,3444,Redesdale,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,22154
2025,March,Greater Bendigo,3444,Redesdale,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1,22154
2025,March,Greater Bendigo,3444,Redesdale,B Property and deception offences,B40 Theft,B49 Other theft,4,22154
2025,March,Greater Bendigo,3453,Harcourt North,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,21138
2025,March,Greater Bendigo,3453,Harcourt North,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,21138
2025,March,Greater Bendigo,3453,Ravenswood,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,A Crimes against the person,Other crimes against the person,Other crimes against the person,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,10,22142
2025,March,Greater Bendigo,3453,Ravenswood,B Property and deception offences,B40 Theft,B49 Other theft,11,22142
2025,March,Greater Bendigo,3453,Ravenswood,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2,22142
2025,March,Greater Bendigo,3453,Ravenswood,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,C Drug offences,C30 Drug use and possession,C32 Drug possession,3,22142
2025,March,Greater Bendigo,3453,Ravenswood,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1,22142
2025,March,Greater Bendigo,3453,Ravenswood,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,4,22142
2025,March,Greater Bendigo,3453,Ravenswood,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,2,22142
2025,March,Greater Bendigo,3515,Marong,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,3,21612
2025,March,Greater Bendigo,3515,Marong,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,21612
2025,March,Greater Bendigo,3515,Marong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,21612
2025,March,Greater Bendigo,3515,Marong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,2,21612
2025,March,Greater Bendigo,3515,Marong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,21612
2025,March,Greater Bendigo,3515,Marong,B Property and deception offences,B20 Property damage,B21 Criminal damage,3,21612
2025,March,Greater Bendigo,3515,Marong,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,21612
2025,March,Greater Bendigo,3515,Marong,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2,21612
2025,March,Greater Bendigo,3515,Marong,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,21612
2025,March,Greater Bendigo,3515,Marong,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,4,21612
2025,March,Greater Bendigo,3515,Marong,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,6,21612
2025,March,Greater Bendigo,3515,Marong,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,1,21612
2025,March,Greater Bendigo,3515,Marong,B Property and deception offences,B40 Theft,B49 Other theft,3,21612
2025,March,Greater Bendigo,3515,Marong,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,21612
2025,March,Greater Bendigo,3515,Marong,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,21612
2025,March,Greater Bendigo,3515,Marong,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2,21612
2025,March,Greater Bendigo,3515,Marong,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,4,21612
2025,March,Greater Bendigo,3515,Marong,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,21612
2025,March,Greater Bendigo,3515,Shelbourne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,22271
2025,March,Greater Bendigo,3515,Shelbourne,A Crimes against the person,Other crimes against the person,Other crimes against the person,4,22271
2025,March,Greater Bendigo,3515,Shelbourne,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,22271
2025,March,Greater Bendigo,3515,Shelbourne,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1,22271
2025,March,Greater Bendigo,3515,Shelbourne,B Property and deception offences,B40 Theft,B49 Other theft,1,22271
2025,March,Greater Bendigo,3515,Shelbourne,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1,22271
2025,March,Greater Bendigo,3515,Shelbourne,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,22271
2025,March,Greater Bendigo,3516,Leichardt,A Crimes against the person,Other crimes against the person,Other crimes against the person,2,21484
2025,March,Greater Bendigo,3516,Leichardt,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,1,21484
2025,March,Greater Bendigo,3523,Argyle,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1,20065
2025,March,Greater Bendigo,3523,Argyle,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,1,20065
2025,March,Greater Bendigo,3523,Argyle,A Crimes against the person,Other crimes against the person,Other crimes against the person,3,20065
2025,March,Greater Bendigo,3523,Argyle,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,20065
2025,March,Greater Bendigo,3523,Argyle,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,20065
2025,March,Greater Bendigo,3523,Argyle,B Property and deception offences,B40 Theft,B49 Other theft,1,20065
2025,March,Greater Bendigo,3523,Argyle,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,1,20065
2025,March,Greater Bendigo,3523,Argyle,C Drug offences,C30 Drug use and possession,C32 Drug possession,1,20065
2025,March,Greater Bendigo,3523,Argyle,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,5,20065
2025,March,Greater Bendigo,3523,Costerfield,B Property and deception offences,B20 Property damage,B21 Criminal damage,1,20652
2025,March,Greater Bendigo,3523,Costerfield,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1,20652
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,7,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,4,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,8,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,4,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3,21160
2025,March,Greater Bendigo,3523,Heathcote,A Crimes against the person,Other crimes against the person,Other crimes against the person,6,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B20 Property damage,B21 Criminal damage,17,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B20 Property damage,B22 Graffiti,1,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,19,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,12,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,6,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,13,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,5,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B40 Theft,B49 Other theft,31,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2,21160
2025,March,Greater Bendigo,3523,Heathcote,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,8,21160
2025,March,Greater Bendigo,3523,Heathcote,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,2,21160
2025,March,Greater Bendigo,3523,Heathcote,C Drug offences,C30 Drug use and possession,C32 Drug possession,6,21160
2025,March,Greater Bendigo,3523,Heathcote,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,1,21160
2025,March,Greater Bendigo,3523,Heathcote,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,21160
2025,March,Greater Bendigo,3523,Heathcote,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,21160
2025,March,Greater Bendigo,3523,Heathcote,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,21160
2025,March,Greater Bendigo,3523,Heathcote,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2,21160
2025,March,Greater Bendigo,3523,Heathcote,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,34,21160
2025,March,Greater Bendigo,3523,Knowsley,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,1,21373
2025,March,Greater Bendigo,3523,Knowsley,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,21373
2025,March,Greater Bendigo,3523,Knowsley,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1,21373
2025,March,Greater Bendigo,3523,Knowsley,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1,21373
2025,March,Greater Bendigo,3523,Knowsley,B Property and deception offences,B40 Theft,B49 Other theft,1,21373
2025,March,Greater Bendigo,3523,Knowsley,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,1,21373
2025,March,Greater Bendigo,3523,Knowsley,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences,3,21373
2025,March,Greater Bendigo,3523,Ladys Pass,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,3,21421
2025,March,Greater Bendigo,3523,Ladys Pass,B Property and deception offences,B40 Theft,B49 Other theft,1,21421
2025,March,Greater Bendigo,3523,Ladys Pass,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,21421
2025,March,Greater Bendigo,3523,Ladys Pass,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1,21421
2025,March,Greater Bendigo,3523,Mount Camel,B Property and deception offences,B40 Theft,B49 Other theft,1,21781
2025,March,Greater Bendigo,3523,Mount Camel,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1,21781
2025,March,Greater Bendigo,3523,Mount Camel,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,21781
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,26,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,101,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",22,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,23,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,121,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,10,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,2,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,6,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,3,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,10,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,20,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,11,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,15,20208
2025,March,Greater Bendigo,3550,Bendigo,A Crimes against the person,Other crimes against the person,Other crimes against the person,51,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B10 Arson,B11 Cause damage by fire,5,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B20 Property damage,B21 Criminal damage,185,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B20 Property damage,B22 Graffiti,35,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,22,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B30 Burglary/Break and enter,B319 Unknown aggravated burglary,1,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,47,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,65,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,44,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,166,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B40 Theft,B43 Steal from a retail store,684,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,62,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,30,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B40 Theft,B49 Other theft,141,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,9,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,66,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B50 Deception,B54 State false information,1,20208
2025,March,Greater Bendigo,3550,Bendigo,B Property and deception offences,B50 Deception,B59 Other deception offences,1,20208
2025,March,Greater Bendigo,3550,Bendigo,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,7,20208
2025,March,Greater Bendigo,3550,Bendigo,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,1,20208
2025,March,Greater Bendigo,3550,Bendigo,C Drug offences,C30 Drug use and possession,C31 Drug use,1,20208
2025,March,Greater Bendigo,3550,Bendigo,C Drug offences,C30 Drug use and possession,C32 Drug possession,91,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,7,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,58,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,2,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,12,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,9,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,2,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,20208
2025,March,Greater Bendigo,3550,Bendigo,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,13,20208
2025,March,Greater Bendigo,3550,Bendigo,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,63,20208
2025,March,Greater Bendigo,3550,Bendigo,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,3,20208
2025,March,Greater Bendigo,3550,Bendigo,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,11,20208
2025,March,Greater Bendigo,3550,Bendigo,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,22,20208
2025,March,Greater Bendigo,3550,Bendigo,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,170,20208
2025,March,Greater Bendigo,3550,Bendigo,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,22,20208
2025,March,Greater Bendigo,3550,Bendigo,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,208,20208
2025,March,Greater Bendigo,3550,Bendigo,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,85,20208
2025,March,Greater Bendigo,3550,Bendigo,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1,20208
2025,March,Greater Bendigo,3550,East Bendigo,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,5,20828
2025,March,Greater Bendigo,3550,East Bendigo,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2,20828
2025,March,Greater Bendigo,3550,East Bendigo,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,7,20828
2025,March,Greater Bendigo,3550,East Bendigo,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,7,20828
2025,March,Greater Bendigo,3550,East Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3,20828
2025,March,Greater Bendigo,3550,East Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,5,20828
2025,March,Greater Bendigo,3550,East Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1,20828
2025,March,Greater Bendigo,3550,East Bendigo,A Crimes against the person,Other crimes against the person,Other crimes against the person,10,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B20 Property damage,B21 Criminal damage,14,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B20 Property damage,B22 Graffiti,4,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,4,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,21,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,19,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,18,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B40 Theft,B43 Steal from a retail store,12,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,1,20828
2025,March,Greater Bendigo,3550,East Bendigo,B Property and deception offences,B40 Theft,B49 Other theft,27,20828
