SAL_CODE21,SAL_NAME21,STE_CODE21,STE_NAME21,AUS_CODE21,AUS_NAME21,AREASQKM21,LOCI_URI21,SHAPE_Leng,SHAPE_Area
20001,Abbeyard,2,Victoria,AUS,Australia,327.5008,http://linked.data.gov.au/dataset/asgsed3/SAL/20001,1.20767803824,0.033162488954
20002,Abbotsford (Vic.),2,Victoria,AUS,Australia,1.7405,http://linked.data.gov.au/dataset/asgsed3/SAL/20002,0.092990125675,0.000178083530682
20003,Aberfeldie,2,Victoria,AUS,Australia,1.5515,http://linked.data.gov.au/dataset/asgsed3/SAL/20003,0.059373611747,0.000158654701285
20004,Aberfeldy,2,Victoria,AUS,Australia,10.8319,http://linked.data.gov.au/dataset/asgsed3/SAL/20004,0.183199092691,0.00110662759768
20005,Acheron,2,Victoria,AUS,Australia,72.6602,http://linked.data.gov.au/dataset/asgsed3/SAL/20005,0.514040317323,0.00738126880102
20006,Ada,2,Victoria,AUS,Australia,61.6697,http://linked.data.gov.au/dataset/asgsed3/SAL/20006,0.436532438097,0.00631233743133
20007,Adams Estate,2,Victoria,AUS,Australia,0.2154,http://linked.data.gov.au/dataset/asgsed3/SAL/20007,0.022043483365,2.2222404111e-05
20008,Addington,2,Victoria,AUS,Australia,18.5958,http://linked.data.gov.au/dataset/asgsed3/SAL/20008,0.205464574792,0.0018921829881
20009,Adelaide Lead,2,Victoria,AUS,Australia,38.5026,http://linked.data.gov.au/dataset/asgsed3/SAL/20009,0.293689731667,0.00390178098802
20010,Agnes,2,Victoria,AUS,Australia,15.7167,http://linked.data.gov.au/dataset/asgsed3/SAL/20010,0.269749917294,0.00162711203686
20011,Aintree,2,Victoria,AUS,Australia,6.7302,http://linked.data.gov.au/dataset/asgsed3/SAL/20011,0.126428347728,0.000687758951914
20012,Aire Valley,2,Victoria,AUS,Australia,16.2383,http://linked.data.gov.au/dataset/asgsed3/SAL/20012,0.262884512885,0.00168134685659
20013,Aireys Inlet,2,Victoria,AUS,Australia,19.6138,http://linked.data.gov.au/dataset/asgsed3/SAL/20013,0.235446094518,0.0020237456691
20014,Airly,2,Victoria,AUS,Australia,25.1658,http://linked.data.gov.au/dataset/asgsed3/SAL/20014,0.284630604448,0.00258241091944
20015,Airport West,2,Victoria,AUS,Australia,3.6748,http://linked.data.gov.au/dataset/asgsed3/SAL/20015,0.08253533869,0.000375589452513
20016,Albacutya,2,Victoria,AUS,Australia,98.5194,http://linked.data.gov.au/dataset/asgsed3/SAL/20016,0.484226932311,0.00981581093195
20017,Albanvale,2,Victoria,AUS,Australia,1.8634,http://linked.data.gov.au/dataset/asgsed3/SAL/20017,0.0619544316516,0.000190480401835
20018,Albert Park (Vic.),2,Victoria,AUS,Australia,2.8392,http://linked.data.gov.au/dataset/asgsed3/SAL/20018,0.103085903749,0.000290677402015
20019,Alberton (Vic.),2,Victoria,AUS,Australia,45.1032,http://linked.data.gov.au/dataset/asgsed3/SAL/20019,0.592539121382,0.00466538133855
20020,Alberton West,2,Victoria,AUS,Australia,25.0832,http://linked.data.gov.au/dataset/asgsed3/SAL/20020,0.316851955307,0.0025940044964
20021,Albion (Vic.),2,Victoria,AUS,Australia,2.5186,http://linked.data.gov.au/dataset/asgsed3/SAL/20021,0.0725844697318,0.000257596704657
20022,Alexandra (Vic.),2,Victoria,AUS,Australia,79.43989999999998,http://linked.data.gov.au/dataset/asgsed3/SAL/20022,0.524502264117,0.00806257060129
20023,Alfredton,2,Victoria,AUS,Australia,8.0095,http://linked.data.gov.au/dataset/asgsed3/SAL/20023,0.126710451979,0.000816738156749
20024,Allambee,2,Victoria,AUS,Australia,13.5332,http://linked.data.gov.au/dataset/asgsed3/SAL/20024,0.270183986838,0.0013936425876
20025,Allambee Reserve,2,Victoria,AUS,Australia,33.0621,http://linked.data.gov.au/dataset/asgsed3/SAL/20025,0.484825326183,0.00340538831215
20026,Allambee South,2,Victoria,AUS,Australia,9.5826,http://linked.data.gov.au/dataset/asgsed3/SAL/20026,0.213855244806,0.000987597282907
20027,Allans Flat,2,Victoria,AUS,Australia,38.3312,http://linked.data.gov.au/dataset/asgsed3/SAL/20027,0.398641838854,0.00384563781613
20028,Allansford,2,Victoria,AUS,Australia,85.6358,http://linked.data.gov.au/dataset/asgsed3/SAL/20028,0.538967705187,0.00883079345873
20029,Allendale,2,Victoria,AUS,Australia,14.2375,http://linked.data.gov.au/dataset/asgsed3/SAL/20029,0.175968813294,0.00144809728729
20030,Allestree,2,Victoria,AUS,Australia,7.9595,http://linked.data.gov.au/dataset/asgsed3/SAL/20030,0.164604616643,0.000819416377382
20031,Alma (Vic.),2,Victoria,AUS,Australia,20.6942,http://linked.data.gov.au/dataset/asgsed3/SAL/20031,0.224090036204,0.0020955147235
20032,Almonds,2,Victoria,AUS,Australia,31.5723,http://linked.data.gov.au/dataset/asgsed3/SAL/20032,0.300890400119,0.00316471592743
20033,Almurta,2,Victoria,AUS,Australia,16.5888,http://linked.data.gov.au/dataset/asgsed3/SAL/20033,0.26616498787,0.00171215401106
20034,Alphington,2,Victoria,AUS,Australia,2.8171,http://linked.data.gov.au/dataset/asgsed3/SAL/20034,0.106513187214,0.000288081031262
20035,Altona (Vic.),2,Victoria,AUS,Australia,16.7353,http://linked.data.gov.au/dataset/asgsed3/SAL/20035,0.253536827169,0.00171341618817
20036,Altona Meadows,2,Victoria,AUS,Australia,10.5419,http://linked.data.gov.au/dataset/asgsed3/SAL/20036,0.182247239343,0.00107961855872
20037,Altona North,2,Victoria,AUS,Australia,14.0387,http://linked.data.gov.au/dataset/asgsed3/SAL/20037,0.196493774696,0.00143687620004
20038,Alvie,2,Victoria,AUS,Australia,25.3057,http://linked.data.gov.au/dataset/asgsed3/SAL/20038,0.256862631236,0.00260389957488
20039,Amherst,2,Victoria,AUS,Australia,34.0002,http://linked.data.gov.au/dataset/asgsed3/SAL/20039,0.337526239896,0.00344798293496
20040,Amor,2,Victoria,AUS,Australia,6.4638,http://linked.data.gov.au/dataset/asgsed3/SAL/20040,0.114837882933,0.000662487267384
20041,Amphitheatre,2,Victoria,AUS,Australia,152.4693,http://linked.data.gov.au/dataset/asgsed3/SAL/20041,0.665607433413,0.0154724320309
20042,Anakie,2,Victoria,AUS,Australia,181.1229,http://linked.data.gov.au/dataset/asgsed3/SAL/20042,0.70694526297,0.0185629068364
20043,Ancona,2,Victoria,AUS,Australia,68.4458,http://linked.data.gov.au/dataset/asgsed3/SAL/20043,0.468143292917,0.00692572485584
20044,Anderson,2,Victoria,AUS,Australia,5.8309,http://linked.data.gov.au/dataset/asgsed3/SAL/20044,0.113441904004,0.000602341979752
20045,Anglers Rest,2,Victoria,AUS,Australia,86.5039,http://linked.data.gov.au/dataset/asgsed3/SAL/20045,0.444216488702,0.00875884884969
20046,Anglesea,2,Victoria,AUS,Australia,96.7604,http://linked.data.gov.au/dataset/asgsed3/SAL/20046,0.494656584484,0.00997620713715
20047,Annuello,2,Victoria,AUS,Australia,320.8106,http://linked.data.gov.au/dataset/asgsed3/SAL/20047,0.995150223995,0.0316259538333
20048,Antwerp,2,Victoria,AUS,Australia,132.7881,http://linked.data.gov.au/dataset/asgsed3/SAL/20048,0.741720275281,0.0133174351225
20049,Apollo Bay (Vic.),2,Victoria,AUS,Australia,86.9149,http://linked.data.gov.au/dataset/asgsed3/SAL/20049,0.537166621333,0.00900377588811
20050,Appin (Vic.),2,Victoria,AUS,Australia,37.8077,http://linked.data.gov.au/dataset/asgsed3/SAL/20050,0.289653205575,0.00377341560237
20051,Appin South,2,Victoria,AUS,Australia,51.5332,http://linked.data.gov.au/dataset/asgsed3/SAL/20051,0.350829842766,0.00514658568312
20052,Apsley (Vic.),2,Victoria,AUS,Australia,332.1169,http://linked.data.gov.au/dataset/asgsed3/SAL/20052,0.953847685035,0.0336061943719
20053,Ararat,2,Victoria,AUS,Australia,161.179,http://linked.data.gov.au/dataset/asgsed3/SAL/20053,0.705397350899,0.0163721327111
20054,Arawata,2,Victoria,AUS,Australia,22.5385,http://linked.data.gov.au/dataset/asgsed3/SAL/20054,0.283636854808,0.00232415107166
20055,Arbuckle,2,Victoria,AUS,Australia,150.5057,http://linked.data.gov.au/dataset/asgsed3/SAL/20055,0.637161615489,0.0153093510455
20056,Arcadia (Vic.),2,Victoria,AUS,Australia,76.049,http://linked.data.gov.au/dataset/asgsed3/SAL/20056,0.645114215763,0.00765313757074
20057,Arcadia South,2,Victoria,AUS,Australia,69.5065,http://linked.data.gov.au/dataset/asgsed3/SAL/20057,0.353258380092,0.00699963420345
20058,Archdale,2,Victoria,AUS,Australia,41.4643,http://linked.data.gov.au/dataset/asgsed3/SAL/20058,0.307714100664,0.0041886937024
20059,Archdale Junction,2,Victoria,AUS,Australia,38.0986,http://linked.data.gov.au/dataset/asgsed3/SAL/20059,0.375823579602,0.0038510593332
20060,Archerton,2,Victoria,AUS,Australia,78.97119999999998,http://linked.data.gov.au/dataset/asgsed3/SAL/20060,0.54514579086,0.0079809194432
20061,Archies Creek,2,Victoria,AUS,Australia,0.069,http://linked.data.gov.au/dataset/asgsed3/SAL/20061,0.014214049645,7.13050385e-06
20062,Ardeer,2,Victoria,AUS,Australia,2.1307,http://linked.data.gov.au/dataset/asgsed3/SAL/20062,0.0773644133096,0.000217871757391
20063,Ardmona,2,Victoria,AUS,Australia,39.2114,http://linked.data.gov.au/dataset/asgsed3/SAL/20063,0.361022968078,0.00393812783798
20064,Areegra,2,Victoria,AUS,Australia,114.8653,http://linked.data.gov.au/dataset/asgsed3/SAL/20064,0.500107144398,0.0115157078146
20065,Argyle (Vic.),2,Victoria,AUS,Australia,19.9297,http://linked.data.gov.au/dataset/asgsed3/SAL/20065,0.225296478338,0.00201667128345
20066,Armadale (Vic.),2,Victoria,AUS,Australia,2.143,http://linked.data.gov.au/dataset/asgsed3/SAL/20066,0.0759747876588,0.000219321222836
20067,Armstrong,2,Victoria,AUS,Australia,19.1847,http://linked.data.gov.au/dataset/asgsed3/SAL/20067,0.236099828897,0.00194747246162
20068,Armstrong Creek (Vic.),2,Victoria,AUS,Australia,18.3426,http://linked.data.gov.au/dataset/asgsed3/SAL/20068,0.242222312316,0.00188742397969
20069,Arnold (Vic.),2,Victoria,AUS,Australia,49.4899,http://linked.data.gov.au/dataset/asgsed3/SAL/20069,0.391308357315,0.00498909671747
20070,Arnold West,2,Victoria,AUS,Australia,34.5489,http://linked.data.gov.au/dataset/asgsed3/SAL/20070,0.392406638253,0.00348249403724
20071,Arthurs Creek,2,Victoria,AUS,Australia,39.1753,http://linked.data.gov.au/dataset/asgsed3/SAL/20071,0.402469195504,0.00399514726082
20072,Arthurs Seat,2,Victoria,AUS,Australia,8.8149,http://linked.data.gov.au/dataset/asgsed3/SAL/20072,0.141705857156,0.000908627531594
20073,Ascot (Ballarat - Vic.),2,Victoria,AUS,Australia,36.4291,http://linked.data.gov.au/dataset/asgsed3/SAL/20073,0.276727372044,0.00370688589732
20074,Ascot (Greater Bendigo - Vic.),2,Victoria,AUS,Australia,10.5523,http://linked.data.gov.au/dataset/asgsed3/SAL/20074,0.151985471283,0.00106425483923
20075,Ascot Vale,2,Victoria,AUS,Australia,3.8385,http://linked.data.gov.au/dataset/asgsed3/SAL/20075,0.122773694319,0.000392552215612
20076,Ashbourne (Vic.),2,Victoria,AUS,Australia,37.8429,http://linked.data.gov.au/dataset/asgsed3/SAL/20076,0.311354403795,0.00385119969678
20077,Ashburton,2,Victoria,AUS,Australia,2.9228,http://linked.data.gov.au/dataset/asgsed3/SAL/20077,0.103276496444,0.000299261915645
20078,Ashwood,2,Victoria,AUS,Australia,2.5453,http://linked.data.gov.au/dataset/asgsed3/SAL/20078,0.0721249194684,0.000260639361018
20079,Aspendale,2,Victoria,AUS,Australia,3.029,http://linked.data.gov.au/dataset/asgsed3/SAL/20079,0.0974165983751,0.00031076171106
20080,Aspendale Gardens,2,Victoria,AUS,Australia,3.2397,http://linked.data.gov.au/dataset/asgsed3/SAL/20080,0.0880825237396,0.000332394435565
20081,Athlone,2,Victoria,AUS,Australia,30.36,http://linked.data.gov.au/dataset/asgsed3/SAL/20081,0.304398515791,0.00312432472281
20082,Attwood,2,Victoria,AUS,Australia,5.0587,http://linked.data.gov.au/dataset/asgsed3/SAL/20082,0.126328897309,0.000516620764388
20083,Aubrey,2,Victoria,AUS,Australia,61.6091,http://linked.data.gov.au/dataset/asgsed3/SAL/20083,0.338356166236,0.00617565832526
20084,Auchmore,2,Victoria,AUS,Australia,74.5326,http://linked.data.gov.au/dataset/asgsed3/SAL/20084,0.42184867268,0.00749415633144
20085,Avalon,2,Victoria,AUS,Australia,45.1647,http://linked.data.gov.au/dataset/asgsed3/SAL/20085,0.345923978243,0.00463588238617
20086,Avenel,2,Victoria,AUS,Australia,204.9097,http://linked.data.gov.au/dataset/asgsed3/SAL/20086,0.978588041563,0.0207233327586
20087,Avoca (Vic.),2,Victoria,AUS,Australia,102.8086,http://linked.data.gov.au/dataset/asgsed3/SAL/20087,0.673009326952,0.0104185917887
20088,Avon Plains,2,Victoria,AUS,Australia,62.3049,http://linked.data.gov.au/dataset/asgsed3/SAL/20088,0.454302471633,0.00627044919935
20089,Avondale Heights,2,Victoria,AUS,Australia,5.4087,http://linked.data.gov.au/dataset/asgsed3/SAL/20089,0.120833333984,0.000553004450134
20090,Avonmore,2,Victoria,AUS,Australia,70.5643,http://linked.data.gov.au/dataset/asgsed3/SAL/20090,0.478717579686,0.00710108878253
20091,Avonsleigh,2,Victoria,AUS,Australia,7.562,http://linked.data.gov.au/dataset/asgsed3/SAL/20091,0.141649549129,0.000774759928693
20092,Axe Creek,2,Victoria,AUS,Australia,42.3658,http://linked.data.gov.au/dataset/asgsed3/SAL/20092,0.358381574496,0.0042810586723
20093,Axedale,2,Victoria,AUS,Australia,113.6136,http://linked.data.gov.au/dataset/asgsed3/SAL/20093,0.514390540088,0.0114669676851
20094,Ayrford,2,Victoria,AUS,Australia,12.8999,http://linked.data.gov.au/dataset/asgsed3/SAL/20094,0.165550420959,0.00133103651698
20095,Bacchus Marsh,2,Victoria,AUS,Australia,10.9486,http://linked.data.gov.au/dataset/asgsed3/SAL/20095,0.201471869267,0.00111831260933
20096,Baddaginnie,2,Victoria,AUS,Australia,93.9892,http://linked.data.gov.au/dataset/asgsed3/SAL/20096,0.511442300439,0.00946649168778
20097,Badger Creek,2,Victoria,AUS,Australia,8.9749,http://linked.data.gov.au/dataset/asgsed3/SAL/20097,0.156137256873,0.000916805764823
20098,Bael Bael,2,Victoria,AUS,Australia,55.6377,http://linked.data.gov.au/dataset/asgsed3/SAL/20098,0.367692276043,0.00553976925399
20099,Bagshot,2,Victoria,AUS,Australia,38.8034,http://linked.data.gov.au/dataset/asgsed3/SAL/20099,0.265280479021,0.00391071807343
20100,Bagshot North,2,Victoria,AUS,Australia,61.955,http://linked.data.gov.au/dataset/asgsed3/SAL/20100,0.329336625787,0.00623859873506
20101,Bahgallah,2,Victoria,AUS,Australia,97.016,http://linked.data.gov.au/dataset/asgsed3/SAL/20101,0.769281960383,0.00991102857098
20102,Bailieston,2,Victoria,AUS,Australia,93.5985,http://linked.data.gov.au/dataset/asgsed3/SAL/20102,0.441576659663,0.00944500894294
20103,Bairnsdale,2,Victoria,AUS,Australia,63.4957,http://linked.data.gov.au/dataset/asgsed3/SAL/20103,0.55354238984,0.00650078901966
20104,Bakery Hill,2,Victoria,AUS,Australia,0.2388,http://linked.data.gov.au/dataset/asgsed3/SAL/20104,0.0207990919062,2.4357382777e-05
20105,Balaclava (Vic.),2,Victoria,AUS,Australia,0.7638,http://linked.data.gov.au/dataset/asgsed3/SAL/20105,0.0406001831965,7.8183113495e-05
20106,Bald Hills (Vic.),2,Victoria,AUS,Australia,11.1127,http://linked.data.gov.au/dataset/asgsed3/SAL/20106,0.15772814793,0.00113147261534
20107,Balintore,2,Victoria,AUS,Australia,16.2109,http://linked.data.gov.au/dataset/asgsed3/SAL/20107,0.267153096392,0.00166916672278
20108,Ballan,2,Victoria,AUS,Australia,147.3885,http://linked.data.gov.au/dataset/asgsed3/SAL/20108,0.736447467005,0.0150392256575
20109,Ballangeich,2,Victoria,AUS,Australia,84.0539,http://linked.data.gov.au/dataset/asgsed3/SAL/20109,0.584068771249,0.00864310666545
20110,Ballapur,2,Victoria,AUS,Australia,75.29529999999998,http://linked.data.gov.au/dataset/asgsed3/SAL/20110,0.387098638118,0.00752355093309
20111,Ballarat Central,2,Victoria,AUS,Australia,3.7814,http://linked.data.gov.au/dataset/asgsed3/SAL/20111,0.104448813489,0.000385600554024
20112,Ballarat East,2,Victoria,AUS,Australia,5.9802,http://linked.data.gov.au/dataset/asgsed3/SAL/20112,0.156142308623,0.000609878668733
20113,Ballarat North,2,Victoria,AUS,Australia,2.6588,http://linked.data.gov.au/dataset/asgsed3/SAL/20113,0.0848068972175,0.000271015587814
20114,Ballendella,2,Victoria,AUS,Australia,26.6765,http://linked.data.gov.au/dataset/asgsed3/SAL/20114,0.265515819026,0.00267628946569
20115,Balliang,2,Victoria,AUS,Australia,183.8256,http://linked.data.gov.au/dataset/asgsed3/SAL/20115,0.900052235388,0.0188099606057
20116,Balliang East,2,Victoria,AUS,Australia,44.2172,http://linked.data.gov.au/dataset/asgsed3/SAL/20116,0.378609208053,0.00452393422049
20117,Ballyrogan,2,Victoria,AUS,Australia,173.0808,http://linked.data.gov.au/dataset/asgsed3/SAL/20117,0.724819475799,0.0176187662874
20118,Balmattum,2,Victoria,AUS,Australia,90.13010000000001,http://linked.data.gov.au/dataset/asgsed3/SAL/20118,0.556058821748,0.00908982107489
20119,Balmoral (Vic.),2,Victoria,AUS,Australia,242.6408,http://linked.data.gov.au/dataset/asgsed3/SAL/20119,1.07466188669,0.0246339537733
20120,Balnarring,2,Victoria,AUS,Australia,27.4606,http://linked.data.gov.au/dataset/asgsed3/SAL/20120,0.282898089871,0.00283024376703
20121,Balnarring Beach,2,Victoria,AUS,Australia,0.8013,http://linked.data.gov.au/dataset/asgsed3/SAL/20121,0.0643221133645,8.2620360445e-05
20122,Balook,2,Victoria,AUS,Australia,32.6329,http://linked.data.gov.au/dataset/asgsed3/SAL/20122,0.388421256545,0.00336666818991
20123,Balwyn,2,Victoria,AUS,Australia,4.3843,http://linked.data.gov.au/dataset/asgsed3/SAL/20123,0.133213974544,0.000448594556302
20124,Balwyn North,2,Victoria,AUS,Australia,9.0929,http://linked.data.gov.au/dataset/asgsed3/SAL/20124,0.142811579875,0.000930079297313
20125,Bamawm,2,Victoria,AUS,Australia,101.4053,http://linked.data.gov.au/dataset/asgsed3/SAL/20125,0.493407450545,0.0101691919106
20126,Bamawm Extension,2,Victoria,AUS,Australia,62.3786,http://linked.data.gov.au/dataset/asgsed3/SAL/20126,0.355084728432,0.00624918436841
20127,Bambra,2,Victoria,AUS,Australia,41.4076,http://linked.data.gov.au/dataset/asgsed3/SAL/20127,0.3613077014,0.0042681847247
20128,Bamganie,2,Victoria,AUS,Australia,30.9122,http://linked.data.gov.au/dataset/asgsed3/SAL/20128,0.406638135713,0.00316814150875
20129,Bandiana,2,Victoria,AUS,Australia,18.4642,http://linked.data.gov.au/dataset/asgsed3/SAL/20129,0.345027016346,0.00184873607201
20130,Bangerang,2,Victoria,AUS,Australia,186.9301,http://linked.data.gov.au/dataset/asgsed3/SAL/20130,0.600288191577,0.0187323735032
20131,Bangholme,2,Victoria,AUS,Australia,23.5104,http://linked.data.gov.au/dataset/asgsed3/SAL/20131,0.210822866059,0.00241312513987
20132,Bannerton,2,Victoria,AUS,Australia,168.55,http://linked.data.gov.au/dataset/asgsed3/SAL/20132,0.611035751821,0.0165910466343
20133,Bannockburn (Vic.),2,Victoria,AUS,Australia,82.7262,http://linked.data.gov.au/dataset/asgsed3/SAL/20133,0.558260171909,0.00849062730283
20134,Banyan,2,Victoria,AUS,Australia,105.519,http://linked.data.gov.au/dataset/asgsed3/SAL/20134,0.441778614393,0.0104975815837
20135,Banyena,2,Victoria,AUS,Australia,80.4847,http://linked.data.gov.au/dataset/asgsed3/SAL/20135,0.73906288194,0.00810625045508
20136,Baranduda,2,Victoria,AUS,Australia,30.3107,http://linked.data.gov.au/dataset/asgsed3/SAL/20136,0.341728768023,0.00303664629715
20137,Barfold,2,Victoria,AUS,Australia,38.4402,http://linked.data.gov.au/dataset/asgsed3/SAL/20137,0.35806592304,0.00389654366016
20138,Baringhup,2,Victoria,AUS,Australia,59.9666,http://linked.data.gov.au/dataset/asgsed3/SAL/20138,0.476693413596,0.00606828698524
20139,Baringhup West,2,Victoria,AUS,Australia,48.5052,http://linked.data.gov.au/dataset/asgsed3/SAL/20139,0.414060741129,0.00490764994634
20140,Barjarg,2,Victoria,AUS,Australia,89.3675,http://linked.data.gov.au/dataset/asgsed3/SAL/20140,0.515232363218,0.00903735929685
20141,Barkers Creek,2,Victoria,AUS,Australia,30.2119,http://linked.data.gov.au/dataset/asgsed3/SAL/20141,0.428788136124,0.0030589918427
20142,Barkly (Vic.),2,Victoria,AUS,Australia,64.0177,http://linked.data.gov.au/dataset/asgsed3/SAL/20142,0.367073335538,0.00647600646583
20143,Barkstead,2,Victoria,AUS,Australia,21.1514,http://linked.data.gov.au/dataset/asgsed3/SAL/20143,0.227963564672,0.00215452054239
20144,Barmah,2,Victoria,AUS,Australia,144.7564,http://linked.data.gov.au/dataset/asgsed3/SAL/20144,0.681790921733,0.0144613106751
20145,Barnadown,2,Victoria,AUS,Australia,11.1379,http://linked.data.gov.au/dataset/asgsed3/SAL/20145,0.180244142995,0.0011224290248
20146,Barnawartha,2,Victoria,AUS,Australia,53.9296,http://linked.data.gov.au/dataset/asgsed3/SAL/20146,0.557080820752,0.00539586835926
20147,Barnawartha North,2,Victoria,AUS,Australia,64.9381,http://linked.data.gov.au/dataset/asgsed3/SAL/20147,0.460570706944,0.00649796273657
20148,Baromi,2,Victoria,AUS,Australia,0.9685,http://linked.data.gov.au/dataset/asgsed3/SAL/20148,0.0512875438607,9.9886878135e-05
20149,Barongarook,2,Victoria,AUS,Australia,43.2893,http://linked.data.gov.au/dataset/asgsed3/SAL/20149,0.297004075938,0.00446612311124
20150,Barongarook West,2,Victoria,AUS,Australia,49.3495,http://linked.data.gov.au/dataset/asgsed3/SAL/20150,0.347582885541,0.00509159620987
20151,Barrabool,2,Victoria,AUS,Australia,29.7943,http://linked.data.gov.au/dataset/asgsed3/SAL/20151,0.277194766393,0.00306297616972
20152,Barrakee,2,Victoria,AUS,Australia,20.7011,http://linked.data.gov.au/dataset/asgsed3/SAL/20152,0.213276748992,0.00207602301549
20153,Barramunga,2,Victoria,AUS,Australia,88.35639999999998,http://linked.data.gov.au/dataset/asgsed3/SAL/20153,0.513276355132,0.00913511067087
20154,Barraport,2,Victoria,AUS,Australia,145.5915,http://linked.data.gov.au/dataset/asgsed3/SAL/20154,0.583767735062,0.0145528286276
20155,Barraport West,2,Victoria,AUS,Australia,75.95359999999998,http://linked.data.gov.au/dataset/asgsed3/SAL/20155,0.498244645096,0.00759363561695
20156,Barrys Reef,2,Victoria,AUS,Australia,7.9453,http://linked.data.gov.au/dataset/asgsed3/SAL/20156,0.132382373467,0.000809114790682
20157,Barunah Park,2,Victoria,AUS,Australia,85.5347,http://linked.data.gov.au/dataset/asgsed3/SAL/20157,0.53058827632,0.00877411851293
20158,Barunah Plains,2,Victoria,AUS,Australia,32.5264,http://linked.data.gov.au/dataset/asgsed3/SAL/20158,0.235605700886,0.00333830230383
20159,Barwidgee,2,Victoria,AUS,Australia,29.6033,http://linked.data.gov.au/dataset/asgsed3/SAL/20159,0.320957308132,0.00297825268969
20160,Barwite,2,Victoria,AUS,Australia,134.3022,http://linked.data.gov.au/dataset/asgsed3/SAL/20160,0.831097744658,0.0135974598679
20161,Barwon Downs,2,Victoria,AUS,Australia,130.7258,http://linked.data.gov.au/dataset/asgsed3/SAL/20161,0.578870980272,0.0135015774238
20162,Barwon Heads,2,Victoria,AUS,Australia,6.813,http://linked.data.gov.au/dataset/asgsed3/SAL/20162,0.134880381871,0.000701401237036
20163,Basalt (Vic.),2,Victoria,AUS,Australia,6.5957,http://linked.data.gov.au/dataset/asgsed3/SAL/20163,0.206537788885,0.000670376299972
20164,Bass,2,Victoria,AUS,Australia,49.1914,http://linked.data.gov.au/dataset/asgsed3/SAL/20164,0.373862031465,0.00507837827709
20165,Batesford,2,Victoria,AUS,Australia,14.3053,http://linked.data.gov.au/dataset/asgsed3/SAL/20165,0.209814508688,0.00146906959234
20166,Bathumi,2,Victoria,AUS,Australia,8.7822,http://linked.data.gov.au/dataset/asgsed3/SAL/20166,0.162807934029,0.000878130796001
20167,Baw Baw (Vic.),2,Victoria,AUS,Australia,229.2075,http://linked.data.gov.au/dataset/asgsed3/SAL/20167,1.14625988921,0.0234578426063
20168,Baw Baw Village,2,Victoria,AUS,Australia,4.302800000000001,http://linked.data.gov.au/dataset/asgsed3/SAL/20168,0.133253702807,0.000440424676793
20169,Baxter,2,Victoria,AUS,Australia,9.9148,http://linked.data.gov.au/dataset/asgsed3/SAL/20169,0.228235038931,0.00101976937165
20170,Bayindeen,2,Victoria,AUS,Australia,28.8696,http://linked.data.gov.au/dataset/asgsed3/SAL/20170,0.2939504056,0.00293405925184
20171,Bayles,2,Victoria,AUS,Australia,23.7205,http://linked.data.gov.au/dataset/asgsed3/SAL/20171,0.276417466042,0.0024388560817
20172,Baynton (Vic.),2,Victoria,AUS,Australia,91.161,http://linked.data.gov.au/dataset/asgsed3/SAL/20172,0.562122464566,0.00924446962805
20173,Bayswater (Vic.),2,Victoria,AUS,Australia,7.9259,http://linked.data.gov.au/dataset/asgsed3/SAL/20173,0.160334795172,0.000811319027076
20174,Bayswater North,2,Victoria,AUS,Australia,6.572,http://linked.data.gov.au/dataset/asgsed3/SAL/20174,0.144663738324,0.000672595573157
20175,Beaconsfield (Vic.),2,Victoria,AUS,Australia,10.8132,http://linked.data.gov.au/dataset/asgsed3/SAL/20175,0.198374909816,0.00110978564491
20176,Beaconsfield Upper,2,Victoria,AUS,Australia,28.4958,http://linked.data.gov.au/dataset/asgsed3/SAL/20176,0.348560087038,0.00292282677372
20177,Bealiba,2,Victoria,AUS,Australia,133.6274,http://linked.data.gov.au/dataset/asgsed3/SAL/20177,0.59738651446,0.0134869287107
20178,Bearii,2,Victoria,AUS,Australia,29.4849,http://linked.data.gov.au/dataset/asgsed3/SAL/20178,0.274483424344,0.00294297940026
20179,Bears Lagoon,2,Victoria,AUS,Australia,103.2193,http://linked.data.gov.au/dataset/asgsed3/SAL/20179,0.621691544051,0.0103602115358
20180,Beauchamp,2,Victoria,AUS,Australia,254.5164,http://linked.data.gov.au/dataset/asgsed3/SAL/20180,0.814523440991,0.0253227818698
20181,Beaufort (Vic.),2,Victoria,AUS,Australia,156.9403,http://linked.data.gov.au/dataset/asgsed3/SAL/20181,0.677320619182,0.0159789548716
20182,Beaumaris (Vic.),2,Victoria,AUS,Australia,5.1806,http://linked.data.gov.au/dataset/asgsed3/SAL/20182,0.104613413448,0.000531289699872
20183,Beazleys Bridge,2,Victoria,AUS,Australia,69.4519,http://linked.data.gov.au/dataset/asgsed3/SAL/20183,0.465966919708,0.00700465501873
20184,Beeac,2,Victoria,AUS,Australia,113.0027,http://linked.data.gov.au/dataset/asgsed3/SAL/20184,0.765778816861,0.0116193886775
20185,Beech Forest,2,Victoria,AUS,Australia,148.3,http://linked.data.gov.au/dataset/asgsed3/SAL/20185,0.744068201482,0.0153432153547
20186,Beechworth,2,Victoria,AUS,Australia,165.4918,http://linked.data.gov.au/dataset/asgsed3/SAL/20186,0.963510790418,0.0166120189768
20187,Beenak,2,Victoria,AUS,Australia,16.5047,http://linked.data.gov.au/dataset/asgsed3/SAL/20187,0.292596506597,0.00169065503857
