Survey month,State and territory,Leave entitlements,Industry,Classification,Category,Persons Weekly Earnings,Persons Weekly Earnings_RSE,Persons Hourly Earnings,Persons Hourly Earnings_RSE,Persons Employees 000,Persons Employees 000_RSE,Males Weekly Earnings,Males Weekly Earnings_RSE,Males Hourly Earnings,Males Hourly Earnings_RSE,Males Employees 000,Males Employees 000_RSE,Females Weekly Earnings,Females Weekly Earnings_RSE,Females Hourly Earnings,Females Hourly Earnings_RSE,Females Employees 000,Females Employees_RSE,Sub_Category,ParentCategory,Industry_Code
2016,SA,Without leave entitlements,"Agriculture, forestry and fishing",Mean earnings,Full-time,1591.74,47.523,38.993,46.07,0,0,1784.359,51.375,42.485,50.366,0,0,736.769,54.985,23.491,54.215,0,0,,Full-time,A
2016,SA,Without leave entitlements,"Agriculture, forestry and fishing",Mean earnings,Part-time,405.068,32.771,19.177,29.905,0,0,487.389,48.354,18.621,41.552,0,0,325.954,42.72,19.711,42.806,0,0,,Part-time,A
2016,SA,Without leave entitlements,"Agriculture, forestry and fishing",Mean earnings,Total,1106.494,39.88,30.89,34.047,0,0,1403.713,45.854,35.482,42.738,0,0,466.711,31.58,21.006,29.035,0,0,,Total,A
2016,SA,Without leave entitlements,Mining,Mean earnings,Full-time,2863.169,59.428,42.958,60.338,0,0,2863.169,59.428,42.958,60.338,0,0,0,0,0,0,0,0,,Full-time,B
2016,SA,Without leave entitlements,Mining,Mean earnings,Part-time,1841,100.527,92.05,100.527,0,0,1841,100.527,92.05,100.527,0,0,0,0,0,0,0,0,,Part-time,B
2016,SA,Without leave entitlements,Mining,Mean earnings,Total,2692.869,53.267,51.137,50.638,0,0,2692.869,53.267,51.137,50.638,0,0,0,0,0,0,0,0,,Total,B
2016,SA,Without leave entitlements,Manufacturing,Mean earnings,Full-time,1052.635,23.383,25.795,20.281,0,0,1126.791,23.336,26.854,20.636,0,0,853.901,40.249,22.956,39.123,0,0,,Full-time,C
2016,SA,Without leave entitlements,Manufacturing,Mean earnings,Part-time,428.043,22.592,24.66,24.549,0,0,475.633,45.266,23.698,41.138,0,0,409.583,23.916,25.034,26.466,0,0,,Part-time,C
2016,SA,Without leave entitlements,Manufacturing,Mean earnings,Total,753.763,17.163,25.252,14.312,0,0,957.207,20.402,26.032,16.877,0,0,539.013,20.091,24.429,20.124,0,0,,Total,C
2016,SA,Without leave entitlements,"Electricity, gas, water and waste services",Mean earnings,Full-time,1426.443,53.65,28.346,46.897,0,0,1426.443,53.65,28.346,46.897,0,0,0,0,0,0,0,0,,Full-time,D
2016,SA,Without leave entitlements,"Electricity, gas, water and waste services",Mean earnings,Part-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Part-time,D
2016,SA,Without leave entitlements,"Electricity, gas, water and waste services",Mean earnings,Total,1426.443,53.65,28.346,46.897,0,0,1426.443,53.65,28.346,46.897,0,0,0,0,0,0,0,0,,Total,D
2016,SA,Without leave entitlements,Construction,Mean earnings,Full-time,1126.847,27.651,28.475,30.577,0,0,1126.847,27.651,28.475,30.577,0,0,0,0,0,0,0,0,,Full-time,E
2016,SA,Without leave entitlements,Construction,Mean earnings,Part-time,620.685,46.934,25.246,39.118,0,0,604.024,53.553,25.425,43.254,0,0,760,100.633,23.75,100.633,0,0,,Part-time,E
2016,SA,Without leave entitlements,Construction,Mean earnings,Total,980.267,24.132,27.54,25.967,0,0,987.299,24.171,27.661,26.198,0,0,760,100.633,23.75,100.633,0,0,,Total,E
2016,SA,Without leave entitlements,Wholesale trade,Mean earnings,Full-time,895.034,48.935,22.679,49.738,0,0,885.176,57.171,22.174,58.382,0,0,930,100.685,24.47,100.685,0,0,,Full-time,F
2016,SA,Without leave entitlements,Wholesale trade,Mean earnings,Part-time,747.353,48.33,30.777,37.583,0,0,323.39,65.223,20.863,50.495,0,0,1068.63,58.535,38.289,49.846,0,0,,Part-time,F
2016,SA,Without leave entitlements,Wholesale trade,Mean earnings,Total,797.423,34.365,28.031,30.312,0,0,593.821,53.238,21.494,47.234,0,0,1045.688,51.306,36.002,45.016,0,0,,Total,F
2016,SA,Without leave entitlements,Retail trade,Mean earnings,Full-time,791.226,43.661,23.788,41.687,0,0,828.551,55.056,25.429,51.63,0,0,727.951,74.24,21.006,74.274,0,0,,Full-time,G
2016,SA,Without leave entitlements,Retail trade,Mean earnings,Part-time,327.437,9.266,22.532,10.276,0,0,354.97,14.388,24.134,19.538,0,0,309.284,13.471,21.475,13.073,0,0,,Part-time,G
2016,SA,Without leave entitlements,Retail trade,Mean earnings,Total,375.599,12.451,22.662,10.491,0,0,428.373,19.568,24.335,17.178,0,0,337.163,14.964,21.444,12.588,0,0,,Total,G
2016,SA,Without leave entitlements,Accommodation and food services,Mean earnings,Full-time,916.411,35.442,24.407,33.132,0,0,1085.866,47.172,27.239,45.002,0,0,675.305,44.807,20.378,44.792,0,0,,Full-time,H
2016,SA,Without leave entitlements,Accommodation and food services,Mean earnings,Part-time,326.515,13.142,20.304,11.554,0,0,317.053,16.363,19.116,15.878,0,0,333.052,17.682,21.104,15.53,0,0,,Part-time,H
2016,SA,Without leave entitlements,Accommodation and food services,Mean earnings,Total,384.725,13.541,20.713,11.561,0,0,421.579,20.689,20.245,17.213,0,0,357.347,17.308,21.053,14.996,0,0,,Total,H
2016,SA,Without leave entitlements,"Transport, postal and warehousing",Mean earnings,Full-time,1165.018,29.808,27.192,28.154,0,0,1165.018,29.808,27.192,28.154,0,0,0,0,0,0,0,0,,Full-time,I
2016,SA,Without leave entitlements,"Transport, postal and warehousing",Mean earnings,Part-time,274.648,35.034,18.661,35.108,0,0,312.097,39.483,21.189,40.775,0,0,178.417,90.05,12.164,78.807,0,0,,Part-time,I
2016,SA,Without leave entitlements,"Transport, postal and warehousing",Mean earnings,Total,806.023,26.999,23.753,23.218,0,0,885.939,26.733,25.228,22.54,0,0,178.417,90.05,12.164,78.807,0,0,,Total,I
2016,SA,Without leave entitlements,Information Media and telecommunications,Mean earnings,Full-time,1562.048,72.407,32.428,81.013,0,0,2318.2,83.84,49.422,101.109,0,0,664,125.265,17.95,125.265,0,0,,Full-time,J
2016,SA,Without leave entitlements,Information Media and telecommunications,Mean earnings,Part-time,580.157,38.124,28.683,44.924,0,0,681.764,50.301,33.394,53.268,0,0,460.873,65.168,20.865,85.749,0,0,,Part-time,J
2016,SA,Without leave entitlements,Information Media and telecommunications,Mean earnings,Total,991.935,50.291,30.233,46.498,0,0,1370.157,59.703,38.883,50.159,0,0,545.749,72.199,19.397,74.77,0,0,,Total,J
2016,SA,Without leave entitlements,Financial and insurance services,Mean earnings,Full-time,888,100.701,23.37,100.701,0,0,0,0,0,0,0,0,888,100.701,23.37,100.701,0,0,,Full-time,K
2016,SA,Without leave entitlements,Financial and insurance services,Mean earnings,Part-time,592.066,58.382,30.774,59.286,0,0,460,101.025,23,101.025,0,0,630.51,68.62,33.038,69.475,0,0,,Part-time,K
2016,SA,Without leave entitlements,Financial and insurance services,Mean earnings,Total,645.001,47.99,29.45,51.383,0,0,460,101.025,23,101.025,0,0,687.033,53.926,30.915,58.593,0,0,,Total,K
2016,SA,Without leave entitlements,"Rental, hiring and real estate services",Mean earnings,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Full-time,L
2016,SA,Without leave entitlements,"Rental, hiring and real estate services",Mean earnings,Part-time,762.92,57.687,30.445,54.601,0,0,500,102.446,20,102.446,0,0,875.981,70.802,34.936,66.86,0,0,,Part-time,L
2016,SA,Without leave entitlements,"Rental, hiring and real estate services",Mean earnings,Total,762.92,57.687,30.445,54.601,0,0,500,102.446,20,102.446,0,0,875.981,70.802,34.936,66.86,0,0,,Total,L
2016,SA,Without leave entitlements,"Professional, scientific and technical services",Mean earnings,Full-time,1313.961,52.121,33.887,44.705,0,0,1380.074,54.313,39.095,47.425,0,0,1111.128,87.885,17.908,72.801,0,0,,Full-time,M
2016,SA,Without leave entitlements,"Professional, scientific and technical services",Mean earnings,Part-time,788.238,39.922,41.669,44.376,0,0,962.393,61.372,58.804,60.454,0,0,604.005,41.75,23.543,40.832,0,0,,Part-time,M
2016,SA,Without leave entitlements,"Professional, scientific and technical services",Mean earnings,Total,965.287,40.698,39.048,40.955,0,0,1140.71,54.266,50.39,52.672,0,0,707.647,39.831,22.391,37.436,0,0,,Total,M
2016,SA,Without leave entitlements,Administrative and support services,Mean earnings,Full-time,1303.972,52.113,32.444,51.414,0,0,1364.368,53.075,35.065,52.459,0,0,1070,103.144,22.29,103.144,0,0,,Full-time,N
2016,SA,Without leave entitlements,Administrative and support services,Mean earnings,Part-time,311.164,28.69,19.984,24.639,0,0,320.146,43.453,17.282,41.036,0,0,305.61,34.041,21.655,30.29,0,0,,Part-time,N
2016,SA,Without leave entitlements,Administrative and support services,Mean earnings,Total,548.447,29.993,22.962,22.063,0,0,732.771,37.947,24.309,30.839,0,0,377.796,35.202,21.715,27.845,0,0,,Total,N
2016,SA,Without leave entitlements,Public administration and safety,Mean earnings,Full-time,1777.613,60.152,47.87,60.136,0,0,2135.778,63.051,57.343,63.204,0,0,403,100.536,11.51,100.536,0,0,,Full-time,O
2016,SA,Without leave entitlements,Public administration and safety,Mean earnings,Part-time,742.259,46.016,32.775,39.588,0,0,775.432,62.99,33.106,53.21,0,0,690.367,72.884,32.257,68.05,0,0,,Part-time,O
2016,SA,Without leave entitlements,Public administration and safety,Mean earnings,Total,1204.889,41.928,39.52,36.01,0,0,1472.344,48.683,45.523,43.704,0,0,604.217,60.33,26.037,59.618,0,0,,Total,O
2016,SA,Without leave entitlements,Education and training,Mean earnings,Full-time,1402.982,50.093,43.407,50.236,0,0,1988,100.306,53.73,100.306,0,0,1183.015,55.78,39.525,59.167,0,0,,Full-time,P
2016,SA,Without leave entitlements,Education and training,Mean earnings,Part-time,467.186,36.251,38.786,32.32,0,0,296.064,49.754,37.565,56.917,0,0,516.653,37.024,39.139,30.661,0,0,,Part-time,P
2016,SA,Without leave entitlements,Education and training,Mean earnings,Total,600.698,28.739,39.445,29.049,0,0,581.317,60.272,40.29,48.647,0,0,606.528,32.028,39.191,29.506,0,0,,Total,P
2016,SA,Without leave entitlements,Health care and social assistance,Mean earnings,Full-time,869.827,31.554,26.916,28.46,0,0,1030.644,48.566,36.551,54.013,0,0,830.631,41.152,24.568,38.112,0,0,,Full-time,Q
2016,SA,Without leave entitlements,Health care and social assistance,Mean earnings,Part-time,507.576,16.303,33.548,16.154,0,0,636.399,53.909,51.343,55.999,0,0,489.744,14.344,31.085,14.878,0,0,,Part-time,Q
2016,SA,Without leave entitlements,Health care and social assistance,Mean earnings,Total,590.135,16.26,32.037,14.361,0,0,763.496,35.49,46.575,42.978,0,0,562.256,17.101,29.699,13.677,0,0,,Total,Q
2016,SA,Without leave entitlements,Arts and recreation services,Mean earnings,Full-time,948,100.691,24.31,100.691,0,0,0,0,0,0,0,0,948,100.691,24.31,100.691,0,0,,Full-time,R
2016,SA,Without leave entitlements,Arts and recreation services,Mean earnings,Part-time,374.644,26.769,26.604,24.304,0,0,332.438,54.978,31.477,43.383,0,0,389.492,32.141,24.89,29.283,0,0,,Part-time,R
2016,SA,Without leave entitlements,Arts and recreation services,Mean earnings,Total,398.544,26.955,26.509,24.321,0,0,332.438,54.978,31.477,43.383,0,0,420.51,32.732,24.858,29.736,0,0,,Total,R
2016,SA,Without leave entitlements,Other services,Mean earnings,Full-time,981.555,44.755,25.284,44.426,0,0,955.229,49.874,24.71,49.811,0,0,1015.109,62.398,26.017,60.888,0,0,,Full-time,S
2016,SA,Without leave entitlements,Other services,Mean earnings,Part-time,368.013,31.443,22.77,28.664,0,0,156.981,71.042,19.022,74.716,0,0,416.274,34.379,23.627,32.741,0,0,,Part-time,S
2016,SA,Without leave entitlements,Other services,Mean earnings,Total,641.67,31.359,23.892,26.027,0,0,722.097,46.604,23.049,40.81,0,0,597.783,34.315,24.351,27.239,0,0,,Total,S
2016,SA,Without leave entitlements,Total,Mean earnings,Full-time,1181.631,9.848,29.36,10.026,0,0,1316.366,11.341,31.67,11.265,0,0,841.444,16.259,23.564,17.256,0,0,,Full-time,T
2016,SA,Without leave entitlements,Total,Mean earnings,Part-time,416.657,6.152,25.813,5.94,0,0,427.363,13.201,26.545,14.233,0,0,410.572,6.32,25.397,6.295,0,0,,Part-time,T
2016,SA,Without leave entitlements,Total,Mean earnings,Total,636.713,5.913,26.833,4.898,0,0,821.971,8.479,28.82,8.553,0,0,476.202,6.265,25.117,5.484,0,0,,Total,T
2016,SA,Total employees,"Agriculture, forestry and fishing",Mean earnings,Full-time,1317.306,26.991,35.651,26.052,0,0,1357.523,27.729,36.493,26.832,0,0,736.769,54.985,23.491,54.215,0,0,,Full-time,A
2016,SA,Total employees,"Agriculture, forestry and fishing",Mean earnings,Part-time,401.264,30.858,19.275,28.145,0,0,487.389,48.354,18.621,41.552,0,0,329.009,39,19.823,39.395,0,0,,Part-time,A
2016,SA,Total employees,"Agriculture, forestry and fishing",Mean earnings,Total,1127.22,25.014,32.253,23.324,0,0,1258.968,26.463,34.469,25.362,0,0,456.521,29.922,20.97,27.675,0,0,,Total,A
2016,SA,Total employees,Mining,Mean earnings,Full-time,2199.828,29.477,48.585,27.116,0,0,2234.318,30.789,49.279,28.37,0,0,1656,100.493,37.64,100.493,0,0,,Full-time,B
2016,SA,Total employees,Mining,Mean earnings,Part-time,1841,100.527,92.05,100.527,0,0,1841,100.527,92.05,100.527,0,0,0,0,0,0,0,0,,Part-time,B
2016,SA,Total employees,Mining,Mean earnings,Total,2184.805,28.858,50.404,26.695,0,0,2216.854,29.536,51.178,26.525,0,0,1656,100.493,37.64,100.493,0,0,,Total,B
2016,SA,Total employees,Manufacturing,Mean earnings,Full-time,1363.416,8.457,35.22,8.306,0,0,1406.855,9.873,36.23,9.887,0,0,1191.069,23.465,31.114,22.543,0,0,,Full-time,C
2016,SA,Total employees,Manufacturing,Mean earnings,Part-time,490.294,21.531,25.002,24.803,0,0,534.571,26.382,23.203,25.42,0,0,469.13,28.383,25.861,30.918,0,0,,Part-time,C
2016,SA,Total employees,Manufacturing,Mean earnings,Total,1202.712,8.182,33.332,8.389,0,0,1333.849,9.499,35.14,9.614,0,0,879.755,18.328,28.818,16.83,0,0,,Total,C
2016,SA,Total employees,"Electricity, gas, water and waste services",Mean earnings,Full-time,1862.724,25.506,41.438,24.268,0,0,1885.15,26.045,41.308,24.116,0,0,1631.876,56.19,42.779,56.379,0,0,,Full-time,D
2016,SA,Total employees,"Electricity, gas, water and waste services",Mean earnings,Part-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Part-time,D
2016,SA,Total employees,"Electricity, gas, water and waste services",Mean earnings,Total,1862.724,25.506,41.438,24.268,0,0,1885.15,26.045,41.308,24.116,0,0,1631.876,56.19,42.779,56.379,0,0,,Total,D
2016,SA,Total employees,Construction,Mean earnings,Full-time,1263.65,10.544,31.617,11.41,0,0,1255.07,9.815,31.205,10.86,0,0,1404.642,38.949,38.394,39.127,0,0,,Full-time,E
2016,SA,Total employees,Construction,Mean earnings,Part-time,610.214,33.068,24.318,28.989,0,0,613.616,43.667,22.184,38.801,0,0,600.93,48.028,29.514,52.865,0,0,,Part-time,E
2016,SA,Total employees,Construction,Mean earnings,Total,1186.578,9.635,30.817,10.063,0,0,1194.739,9.157,30.44,9.91,0,0,1095.488,29.884,34.978,28.572,0,0,,Total,E
2016,SA,Total employees,Wholesale trade,Mean earnings,Full-time,1365.882,19.458,33.396,18.996,0,0,1460.065,23.607,35.23,23.307,0,0,1118.72,24.405,28.584,24.595,0,0,,Full-time,F
2016,SA,Total employees,Wholesale trade,Mean earnings,Part-time,643.462,46.799,27.881,36.748,0,0,323.39,65.223,20.863,50.495,0,0,796.52,55.405,31.237,46.253,0,0,,Part-time,F
2016,SA,Total employees,Wholesale trade,Mean earnings,Total,1245.732,17.952,32.479,16.853,0,0,1367.045,23.982,34.054,23.567,0,0,1012.889,20.438,29.455,19.843,0,0,,Total,F
2016,SA,Total employees,Retail trade,Mean earnings,Full-time,1047.709,10.148,28.509,10.213,0,0,1139.188,14.609,31.091,13.726,0,0,910.935,16.492,24.567,16.808,0,0,,Full-time,G
2016,SA,Total employees,Retail trade,Mean earnings,Part-time,389.707,7.009,22.398,7.75,0,0,385.3,11.496,23.603,14.181,0,0,392.296,8.307,21.691,8.888,0,0,,Part-time,G
2016,SA,Total employees,Retail trade,Mean earnings,Total,634.921,5.899,24.664,4.89,0,0,754.941,10.767,27.275,8.326,0,0,534.543,7.648,22.468,7.297,0,0,,Total,G
2016,SA,Total employees,Accommodation and food services,Mean earnings,Full-time,1028.088,22.114,28.901,22.183,0,0,1136.809,27.79,33.384,33.379,0,0,932.993,24.2,24.98,22.907,0,0,,Full-time,H
2016,SA,Total employees,Accommodation and food services,Mean earnings,Part-time,323.474,12.438,20.003,10.679,0,0,321.706,15.052,18.977,14.65,0,0,324.556,17.788,20.616,14.854,0,0,,Part-time,H
2016,SA,Total employees,Accommodation and food services,Mean earnings,Total,498.564,11.726,22.23,9.383,0,0,557.186,17.206,23.212,16.253,0,0,459.268,14.769,21.583,12.953,0,0,,Total,H
2016,SA,Total employees,"Transport, postal and warehousing",Mean earnings,Full-time,1499.351,11.873,35.184,10.728,0,0,1524.026,12.703,35.077,11.555,0,0,1112.47,50.905,36.859,54.326,0,0,,Full-time,I
2016,SA,Total employees,"Transport, postal and warehousing",Mean earnings,Part-time,329.118,43.46,20.703,37.175,0,0,312.097,39.483,21.189,40.775,0,0,363.565,70.269,19.719,63.527,0,0,,Part-time,I
2016,SA,Total employees,"Transport, postal and warehousing",Mean earnings,Total,1291.396,11.232,32.61,9.744,0,0,1362.42,12.376,33.225,11.152,0,0,705.211,39.779,27.538,38.975,0,0,,Total,I
2016,SA,Total employees,Information Media and telecommunications,Mean earnings,Full-time,1204.719,30.488,33.782,28.643,0,0,1392.027,42.423,40.295,39.504,0,0,934.856,39.865,24.964,40.068,0,0,,Full-time,J
2016,SA,Total employees,Information Media and telecommunications,Mean earnings,Part-time,743.602,28.059,38.008,31.473,0,0,681.764,50.301,33.394,53.268,0,0,779.88,36.512,41.178,41.447,0,0,,Part-time,J
2016,SA,Total employees,Information Media and telecommunications,Mean earnings,Total,1057.695,24.435,35.075,22.792,0,0,1230.992,37.26,38.654,33.558,0,0,869.98,28.886,31.137,30.589,0,0,,Total,J
2016,SA,Total employees,Financial and insurance services,Mean earnings,Full-time,1423.687,15.732,35.95,14.881,0,0,1539.387,22.851,40.611,24.825,0,0,1344.15,25.917,32.746,21.781,0,0,,Full-time,K
2016,SA,Total employees,Financial and insurance services,Mean earnings,Part-time,655.8,25.604,31.478,24.908,0,0,573.056,101.287,26.957,101.244,0,0,665.408,26.944,32.004,26.129,0,0,,Part-time,K
2016,SA,Total employees,Financial and insurance services,Mean earnings,Total,1176.132,12.456,34.509,10.815,0,0,1434.694,22.025,39.132,23.777,0,0,1060.188,19.207,32.436,14.916,0,0,,Total,K
2016,SA,Total employees,"Rental, hiring and real estate services",Mean earnings,Full-time,1519.656,22.081,43.997,21.969,0,0,2262.257,35.256,66.84,35.645,0,0,1035.453,27.832,29.103,27.03,0,0,,Full-time,L
2016,SA,Total employees,"Rental, hiring and real estate services",Mean earnings,Part-time,762.92,57.687,30.445,54.601,0,0,500,102.446,20,102.446,0,0,875.981,70.802,34.936,66.86,0,0,,Part-time,L
2016,SA,Total employees,"Rental, hiring and real estate services",Mean earnings,Total,1414.212,19.85,42.109,19.336,0,0,2068.751,34.31,61.697,34.509,0,0,1010.326,24.498,30.022,23.449,0,0,,Total,L
2016,SA,Total employees,"Professional, scientific and technical services",Mean earnings,Full-time,1492.198,11.947,44.612,12.613,0,0,1591.969,14.147,49.155,14.604,0,0,1301.059,14.114,35.908,14.905,0,0,,Full-time,M
2016,SA,Total employees,"Professional, scientific and technical services",Mean earnings,Part-time,969.063,25.509,60.724,30.509,0,0,1055.88,35.989,51.806,40.055,0,0,893.796,36.436,68.455,44.102,0,0,,Part-time,M
2016,SA,Total employees,"Professional, scientific and technical services",Mean earnings,Total,1381.658,10.476,48.016,11.977,0,0,1506.621,13.188,49.577,13.896,0,0,1180.919,13.996,45.509,21.757,0,0,,Total,M
2016,SA,Total employees,Administrative and support services,Mean earnings,Full-time,1144.209,17.266,28.91,17.59,0,0,1249.363,25.205,30.899,25.192,0,0,990.428,25.006,26.001,26.4,0,0,,Full-time,N
2016,SA,Total employees,Administrative and support services,Mean earnings,Part-time,394.509,19.028,22.277,18.029,0,0,364.294,31.041,19.777,29.988,0,0,410.462,25.686,23.597,25.741,0,0,,Part-time,N
2016,SA,Total employees,Administrative and support services,Mean earnings,Total,757.431,12.846,25.488,12.278,0,0,910.606,21.299,26.642,19.18,0,0,623.884,19.42,24.482,20.959,0,0,,Total,N
2016,SA,Total employees,Public administration and safety,Mean earnings,Full-time,1574.1,11.016,43.051,10.305,0,0,1778.519,14.632,47.413,14.2,0,0,1344.626,10.897,38.155,11.059,0,0,,Full-time,O
2016,SA,Total employees,Public administration and safety,Mean earnings,Part-time,957.041,19.3,40.11,17.214,0,0,916.016,48.859,41.156,40.914,0,0,969.773,21.143,39.785,19.362,0,0,,Part-time,O
2016,SA,Total employees,Public administration and safety,Mean earnings,Total,1471.88,10.662,42.564,9.839,0,0,1708.092,14.291,46.902,13.832,0,0,1253.404,10.691,38.551,10.639,0,0,,Total,O
2016,SA,Total employees,Education and training,Mean earnings,Full-time,1488.347,7.332,43.918,6.555,0,0,1521.445,14.139,46.162,15.368,0,0,1471.545,11.937,42.778,11.448,0,0,,Full-time,P
2016,SA,Total employees,Education and training,Mean earnings,Part-time,707.429,15.704,39.326,15.791,0,0,682.578,43.624,54.027,36.934,0,0,710.904,13.94,37.271,14.18,0,0,,Part-time,P
2016,SA,Total employees,Education and training,Mean earnings,Total,1153.299,6.81,41.948,7.104,0,0,1341.147,13.041,47.852,14.491,0,0,1092.381,9.513,40.033,9.121,0,0,,Total,P
2016,SA,Total employees,Health care and social assistance,Mean earnings,Full-time,1303.788,9.403,36.532,8.636,0,0,1562.561,12.838,39.452,12.807,0,0,1213.518,10.956,35.514,9.762,0,0,,Full-time,Q
2016,SA,Total employees,Health care and social assistance,Mean earnings,Part-time,698.575,10.892,34.237,11.582,0,0,918.173,29.806,46.717,40.697,0,0,667.16,9.778,32.441,9.21,0,0,,Part-time,Q
2016,SA,Total employees,Health care and social assistance,Mean earnings,Total,992.181,6.369,35.353,6.398,0,0,1343.908,9.935,41.917,16.14,0,0,909.73,7.258,33.81,6.036,0,0,,Total,Q
2016,SA,Total employees,Arts and recreation services,Mean earnings,Full-time,1078.475,30.671,34.633,31.843,0,0,949.525,39.448,37.02,42.367,0,0,1316.559,53.733,30.226,50.578,0,0,,Full-time,R
2016,SA,Total employees,Arts and recreation services,Mean earnings,Part-time,426.409,29.057,26.958,26.487,0,0,332.438,54.978,31.477,43.383,0,0,455.465,33.931,25.561,31.581,0,0,,Part-time,R
2016,SA,Total employees,Arts and recreation services,Mean earnings,Total,641.358,25.389,29.488,22.834,0,0,686.999,33.282,34.662,32.861,0,0,614.304,37.59,26.421,31.847,0,0,,Total,R
2016,SA,Total employees,Other services,Mean earnings,Full-time,1618.751,42.44,42.485,44.075,0,0,1598.522,38.054,40.612,40.046,0,0,1652.225,52.753,45.585,53.22,0,0,,Full-time,S
2016,SA,Total employees,Other services,Mean earnings,Part-time,490.546,19.92,23.629,18.63,0,0,344.181,58.147,22.876,51.129,0,0,519.667,23.384,23.779,23.238,0,0,,Part-time,S
2016,SA,Total employees,Other services,Mean earnings,Total,1233.273,36.69,36.043,34.656,0,0,1446.243,36.988,38.459,37.324,0,0,1046.642,39.117,33.925,34.826,0,0,,Total,S
2016,SA,Total employees,Total,Mean earnings,Full-time,1391.337,3.531,37.298,3.691,0,0,1482.435,4.073,38.886,4.35,0,0,1242.186,3.994,34.692,3.807,0,0,,Full-time,T
2016,SA,Total employees,Total,Mean earnings,Part-time,551.549,4.09,29.184,4.74,0,0,520.118,10.056,28.497,11.703,0,0,564.185,4.273,29.459,4.995,0,0,,Part-time,T
2016,SA,Total employees,Total,Mean earnings,Total,1080.217,2.832,34.298,2.739,0,0,1276.764,3.563,36.681,3.697,0,0,885.973,2.742,31.942,2.748,0,0,,Total,T
2016,WA,With leave entitlements,"Agriculture, forestry and fishing",Mean earnings,Full-time,1547.734,29.322,38.137,29.686,0,0,1533.501,32.486,37.37,33.169,0,0,1699.353,70.836,46.301,70.371,0,0,,Full-time,A
2016,WA,With leave entitlements,"Agriculture, forestry and fishing",Mean earnings,Part-time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Part-time,A
2016,WA,With leave entitlements,"Agriculture, forestry and fishing",Mean earnings,Total,1547.734,29.322,38.137,29.686,0,0,1533.501,32.486,37.37,33.169,0,0,1699.353,70.836,46.301,70.371,0,0,,Total,A
2016,WA,With leave entitlements,Mining,Mean earnings,Full-time,2398.91,11.047,53.97,11.157,0,0,2508.123,11.776,55.293,12.039,0,0,1890.57,20.828,47.61,21.22,0,0,,Full-time,B
2016,WA,With leave entitlements,Mining,Mean earnings,Part-time,2234.643,62.179,94.899,62.164,0,0,0,0,0,0,0,0,2234.643,62.179,94.899,62.164,0,0,,Part-time,B
2016,WA,With leave entitlements,Mining,Mean earnings,Total,2396.086,11.108,54.683,11.373,0,0,2508.123,11.776,55.293,12.039,0,0,1921.545,19.352,52.026,19.579,0,0,,Total,B
2016,WA,With leave entitlements,Manufacturing,Mean earnings,Full-time,1534.428,11.965,38.188,11.199,0,0,1612.845,12.279,40.111,11.316,0,0,1190.519,22.701,29.756,22.774,0,0,,Full-time,C
2016,WA,With leave entitlements,Manufacturing,Mean earnings,Part-time,873.297,41.656,30.321,36.851,0,0,1313.993,63.717,39.932,62.918,0,0,578.759,35.979,23.897,34.621,0,0,,Part-time,C
2016,WA,With leave entitlements,Manufacturing,Mean earnings,Total,1465.332,12.837,37.366,12.053,0,0,1596.618,13.659,40.101,12.898,0,0,1023.109,19.958,28.153,19.17,0,0,,Total,C
2016,WA,With leave entitlements,"Electricity, gas, water and waste services",Mean earnings,Full-time,1785.154,17.89,46.562,19.06,0,0,1752.468,20.497,45.206,21.867,0,0,1973.931,43.206,54.392,43.529,0,0,,Full-time,D
2016,WA,With leave entitlements,"Electricity, gas, water and waste services",Mean earnings,Part-time,1206.194,73.81,45.52,71.728,0,0,0,0,0,0,0,0,1206.194,73.81,45.52,71.728,0,0,,Part-time,D
2016,WA,With leave entitlements,"Electricity, gas, water and waste services",Mean earnings,Total,1757.609,18.203,46.512,20.13,0,0,1752.468,20.497,45.206,21.867,0,0,1779.79,39.418,52.148,40.205,0,0,,Total,D
2016,WA,With leave entitlements,Construction,Mean earnings,Full-time,1575.456,10.943,37.992,10.941,0,0,1603.081,11.662,38.193,12.009,0,0,1385.961,25.135,36.613,25.138,0,0,,Full-time,E
2016,WA,With leave entitlements,Construction,Mean earnings,Part-time,642.942,37.911,31.36,36.116,0,0,544.433,58.54,26.281,56.493,0,0,716.446,53.21,35.15,50.393,0,0,,Part-time,E
2016,WA,With leave entitlements,Construction,Mean earnings,Total,1528.435,10.783,37.657,10.706,0,0,1576.255,11.689,37.891,12.127,0,0,1256.811,21.625,36.331,19.913,0,0,,Total,E
2016,WA,With leave entitlements,Wholesale trade,Mean earnings,Full-time,1582.374,16.533,37.307,16.897,0,0,1628.602,17.162,38.246,17.288,0,0,1306.667,34.646,31.705,35.024,0,0,,Full-time,F
2016,WA,With leave entitlements,Wholesale trade,Mean earnings,Part-time,703.513,100.632,29.438,100.56,0,0,0,0,0,0,0,0,703.513,100.632,29.438,100.56,0,0,,Part-time,F
